id_patron,id_type_relation,occurences
130,70,1
130,106,2
130,155,1
130,666,3
130,777,3
131,17,1
131,777,1
132,15,1
133,0,2
133,17,2
133,106,2
134,23,1
135,0,1
135,666,1
136,0,3
136,8,3
136,10,2
136,27,2
136,42,1
136,666,2
137,19,1
138,0,1
139,0,8
139,8,4
139,17,16
139,26,1
139,106,3
140,0,1
140,9,1
140,666,1
141,23,1
142,0,1
142,23,1
143,0,1
143,5,1
143,8,1
143,17,1
143,27,1
143,106,1
143,666,1
144,0,1
144,17,1
144,27,1
145,0,1
146,777,1
147,0,1
147,5,1
148,0,1
148,777,1
149,17,1
150,0,14
150,8,1
150,17,18
150,22,1
150,27,2
150,106,1
150,666,2
150,777,3
151,0,1
152,0,3
152,6,1
152,7,1
152,8,2
152,27,1
152,28,1
152,35,1
152,75,1
152,777,1
153,19,1
154,19,1
155,17,1
156,0,1
156,35,1
157,7,1
158,7,1
159,0,1
159,28,1
160,0,1
161,0,2
161,9,1
161,28,1
161,666,1
161,777,1
162,0,3
162,5,3
163,17,1
164,0,1
164,27,1
165,777,1
166,0,2
166,6,1
166,50,1
166,666,1
167,666,1
167,777,1
168,0,2
168,23,6
168,666,1
169,777,1
170,17,1
171,0,1
171,6,1
171,17,1
171,666,1
172,0,1
173,0,1
174,0,1
174,35,1
175,17,1
176,0,1
176,9,1
176,50,1
176,777,1
177,777,1
178,0,4
178,5,1
178,10,1
178,15,1
178,122,1
178,173,1
178,666,1
178,777,2
179,0,2
179,9,1
179,50,1
179,174,1
179,666,2
179,777,1
180,0,1
180,8,1
180,17,1
181,777,1
182,0,2
182,28,1
182,35,1
182,50,1
183,17,1
184,0,1
184,5,1
185,0,1
185,3,1
186,0,1
186,3,1
187,17,1
188,0,1
188,8,1
188,666,1
188,777,1
189,666,1
189,777,1
190,0,1
190,5,1
190,8,1
190,777,1
191,0,1
192,0,1
192,27,1
193,0,1
194,52,1
195,8,1
196,777,1
197,0,1
197,777,2
198,777,1
199,17,1
199,106,1
200,0,1
200,17,1
200,26,1
201,0,1
201,8,1
202,0,3
202,5,1
202,28,2
202,35,1
202,666,1
202,777,1
203,0,1
204,0,1
204,8,1
204,17,1
205,0,1
206,16,1
207,0,1
207,17,1
207,106,1
208,0,1
208,9,1
208,666,1
209,17,1
210,0,1
210,10,1
211,0,1
211,5,1
212,0,3
212,8,1
212,17,5
212,20,1
212,777,1
213,17,1
213,23,1
214,17,1
215,0,1
216,0,1
217,0,1
218,0,25
218,5,4
218,6,3
218,8,9
218,9,4
218,10,11
218,15,7
218,20,1
218,21,3
218,22,2
218,27,4
218,28,4
218,35,3
218,41,1
218,42,4
218,50,1
218,51,2
218,54,2
218,64,1
218,129,4
218,156,1
218,666,12
218,777,6
219,0,1
219,64,1
220,17,1
221,0,1
221,5,1
221,777,1
222,0,1
223,777,1
224,0,1
224,10,1
224,17,1
224,777,1
225,777,1
226,0,1
227,0,1
227,35,1
228,666,1
229,0,1
229,3,1
229,9,1
229,15,1
229,75,1
229,82,1
229,129,1
229,155,1
229,666,1
230,0,1
231,0,5
231,17,1
231,35,1
231,64,2
231,666,1
231,777,11
232,777,1
233,0,1
233,64,1
234,0,1
234,10,1
234,15,1
235,0,2
235,5,1
235,17,1
235,666,1
236,0,1
236,5,1
237,0,1
237,17,1
238,0,1
238,10,1
239,777,1
240,777,1
241,0,2
241,27,1
241,64,1
242,0,1
243,0,1
244,0,1
245,0,60
245,5,2
245,6,1
245,8,24
245,17,8
245,27,4
245,42,1
245,64,20
245,78,1
245,106,2
245,666,7
245,777,29
246,0,1
246,5,1
247,0,9
247,5,1
247,8,1
247,10,1
247,17,5
247,26,1
247,27,1
247,666,1
247,777,1
248,777,1
249,0,1
249,23,1
250,0,1
250,5,1
250,8,1
251,0,4
251,5,1
251,6,1
251,17,1
251,35,1
251,106,1
251,777,3
252,0,1
253,0,1
254,17,1
254,23,2
255,0,1
256,0,1
257,777,1
258,0,1
259,0,2
260,17,1
261,0,1
261,8,1
261,10,1
261,15,1
262,0,1
262,777,1
263,0,1
263,3,1
263,10,1
263,15,1
263,35,1
263,666,1
264,0,1
265,0,1
266,10,1
267,0,1
267,24,1
268,777,1
269,0,1
269,121,1
269,666,1
270,0,1
270,5,1
271,0,1
272,23,1
273,0,1
273,21,1
273,23,1
274,17,5
275,17,4
276,0,10
276,5,10
276,8,10
276,9,10
276,35,10
276,42,10
276,666,10
277,0,1
277,7,1
277,106,1
278,0,1
278,5,1
278,6,1
278,8,1
278,10,1
278,15,1
278,20,1
278,666,1
279,17,1
280,0,10
280,5,2
280,6,2
280,8,2
280,17,13
280,23,2
280,27,1
280,106,1
280,666,3
281,777,1
282,0,1
282,5,1
282,8,1
282,17,1
282,27,1
282,106,1
282,666,1
283,777,1
284,0,1
284,23,1
285,0,4
285,5,3
285,8,3
285,17,6
285,27,3
285,106,5
285,666,3
285,777,1
286,0,1
286,17,1
286,26,1
286,777,1
287,777,1
288,0,1
288,54,1
289,0,1
289,7,1
289,8,1
289,17,1
289,27,1
289,35,1
289,106,1
289,666,1
290,0,15
290,5,1
290,8,3
290,10,7
290,16,1
290,67,1
290,80,1
290,666,6
290,777,1
291,777,4
292,0,1
292,5,1
292,8,1
292,17,1
292,27,1
292,106,1
292,666,1
293,0,1
293,666,1
294,0,1
294,8,1
294,9,1
294,23,1
294,28,1
295,0,1
295,5,1
295,8,1
295,17,1
295,27,1
295,106,1
295,666,1
296,0,1
296,5,1
296,8,1
296,17,1
296,27,1
296,106,1
296,666,1
297,0,2
297,9,2
298,777,1
299,0,1
299,5,1
299,8,1
299,17,1
299,27,1
299,106,1
299,666,1
300,0,1
301,0,1
301,5,1
301,8,1
301,17,1
301,27,1
301,106,1
301,666,1
302,0,1
302,5,1
302,8,1
302,17,1
302,27,1
302,106,1
302,666,1
303,0,1
303,5,1
303,8,1
303,17,1
303,27,1
303,106,1
303,666,1
304,0,1
304,17,1
305,0,1
305,666,1
306,0,1
306,10,1
306,15,1
306,666,1
307,0,1
307,5,1
307,8,1
307,17,1
307,27,1
307,106,1
307,666,1
308,0,1
308,3,1
308,9,1
308,15,1
308,75,1
308,82,1
308,129,1
308,155,1
308,666,1
309,0,6
309,3,2
309,9,2
309,15,3
309,50,1
309,75,2
309,82,2
309,129,2
309,155,2
309,666,3
310,0,2
310,777,3
311,0,2
311,3,1
311,6,1
311,8,1
311,10,1
311,15,1
311,42,1
311,666,2
312,0,1
312,5,1
312,8,1
312,17,1
312,27,1
312,106,1
312,666,1
313,23,1
314,0,3
314,15,1
314,666,1
314,777,3
315,0,1
316,0,1
317,0,4
317,5,2
317,6,2
317,8,1
317,17,6
317,666,3
318,0,1
318,8,1
318,17,1
319,0,2
319,17,2
320,0,8
320,5,1
320,8,1
320,9,1
320,17,8
320,27,1
320,666,2
321,0,1
321,6,1
321,17,1
321,35,1
322,17,1
323,0,3
323,17,3
323,23,5
323,35,1
323,42,1
324,17,1
325,0,1
326,0,1
326,8,1
326,106,1
326,666,1
326,777,1
327,0,3
327,8,1
327,9,1
327,17,2
327,28,1
327,35,1
327,50,1
327,58,1
327,106,1
327,666,1
327,777,1
328,0,1
329,17,1
329,106,1
330,0,15
330,6,2
330,8,1
330,10,1
330,15,3
330,20,1
330,27,1
330,42,1
330,58,1
330,78,1
330,666,2
331,6,1
332,8,1
333,0,1
333,11,1
333,17,1
333,106,1
333,666,1
334,0,1
334,8,1
334,106,1
334,666,1
334,777,1
335,777,1
336,0,1
336,10,1
336,51,1
337,23,1
338,0,1
339,0,1
339,64,1
340,15,1
341,0,11
341,17,4
341,23,10
341,666,2
341,777,2
342,17,1
343,15,1
343,21,1
343,78,1
344,777,1
345,0,1
345,5,1
346,0,1
347,0,1
348,0,1
349,0,1
349,10,1
349,15,1
350,0,1
351,0,1
352,0,1
352,5,1
352,23,1
352,666,1
353,0,1
353,64,1
354,0,1
354,67,1
355,0,1
355,50,1
355,666,1
356,0,1
356,9,1
356,50,1
356,666,1
357,0,1
357,777,1
358,0,1
359,0,1
359,8,1
360,0,1
360,10,1
360,20,1
360,35,1
360,666,1
361,17,1
362,0,1
363,0,62
363,3,3
363,5,4
363,6,5
363,7,1
363,8,8
363,9,6
363,10,16
363,15,11
363,17,2
363,20,3
363,21,1
363,23,1
363,28,2
363,31,2
363,35,5
363,41,1
363,42,2
363,50,1
363,54,1
363,67,1
363,70,1
363,78,2
363,115,2
363,121,2
363,156,1
363,163,1
363,666,17
363,777,12
364,23,2
365,0,1
366,0,1
367,777,1
368,0,1
368,777,1
369,17,1
370,0,1
371,19,1
372,0,1
372,8,1
372,10,1
372,15,1
373,8,1
374,0,2
374,8,1
374,10,1
374,15,1
374,17,1
374,20,1
374,28,1
374,42,1
374,50,1
374,666,1
375,8,1
376,0,1
376,8,1
376,10,1
376,15,1
377,0,1
377,23,3
378,6,1
378,10,1
378,27,1
378,51,1
379,0,3
379,10,1
379,49,1
380,0,1
380,8,1
381,0,1
382,0,1
382,5,1
382,8,1
382,17,1
382,27,1
382,106,1
382,666,1
383,0,1
384,0,1
384,5,1
384,8,1
384,17,1
384,27,1
384,106,1
384,666,1
385,0,3
385,28,2
385,174,1
385,777,1
386,0,1
386,15,1
386,777,1
387,17,1
387,106,1
388,17,1
389,0,3
389,8,1
389,27,1
389,666,2
390,0,1
390,666,1
391,0,1
391,777,1
392,0,8
392,3,1
392,5,1
392,6,1
392,8,3
392,9,1
392,10,2
392,20,1
392,27,1
392,35,1
392,42,1
392,51,1
392,56,1
392,666,3
392,777,3
393,19,1
393,170,1
394,19,1
394,170,1
395,0,1
396,0,1
396,8,1
397,777,1
398,0,1
398,666,1
399,0,1
399,8,1
399,16,1
399,80,1
399,666,1
400,0,1
400,17,1
400,23,1
400,28,1
401,0,1
401,5,1
401,8,1
401,15,1
401,27,1
401,666,2
402,0,1
403,0,1
403,777,1
404,777,1
405,0,2
406,0,1
407,0,1
407,666,1
408,777,1
409,0,1
409,10,1
409,51,1
409,666,1
410,0,1
410,10,1
410,51,1
411,0,1
411,5,1
411,8,1
411,17,1
411,27,1
411,106,1
411,666,1
412,0,1
412,9,1
412,50,1
413,0,1
414,0,1
415,0,1
415,666,1
416,0,1
417,17,1
418,0,1
418,8,1
418,17,1
419,0,2
419,777,1
420,0,1
420,17,2
420,27,1
421,0,3
421,10,1
422,0,1
423,0,1
423,10,1
423,15,1
424,0,1
424,14,1
425,0,1
425,777,1
426,0,1
426,17,1
426,666,1
427,0,2
427,6,1
427,10,1
427,35,1
427,666,1
428,0,9
428,3,4
428,8,2
428,9,2
428,10,4
428,23,1
428,27,1
428,28,1
428,35,4
428,50,1
428,174,4
428,666,1
429,0,2
429,17,6
429,106,1
429,666,2
430,666,1
431,0,1
431,3,1
431,10,1
431,35,1
431,174,1
432,0,1
432,8,1
432,9,1
432,27,1
432,28,1
432,50,1
432,666,1
433,17,1
434,0,7
434,17,4
434,666,2
434,777,2
435,0,1
436,0,1
436,8,1
436,106,1
437,0,1
437,10,1
438,666,1
439,0,2
439,17,2
440,0,1
440,8,1
440,10,1
440,15,1
441,0,20
441,3,4
441,6,1
441,8,7
441,10,3
441,15,4
441,16,2
441,20,1
441,22,2
441,27,2
441,35,4
441,42,1
441,49,1
441,54,2
441,80,2
441,129,2
441,666,8
442,0,1
442,8,1
443,0,1
443,5,1
443,8,1
443,9,1
444,777,1
445,777,3
446,155,1
447,0,1
447,23,1
447,35,1
448,23,1
449,0,1
449,5,1
449,8,1
449,17,1
449,20,1
449,28,1
449,106,1
449,666,1
450,0,1
450,5,1
450,8,1
450,17,1
450,20,1
450,28,1
450,106,1
450,666,1
451,0,1
451,17,1
451,106,1
452,0,2
452,3,1
452,35,1
452,666,1
453,0,1
453,3,1
453,35,1
454,23,1
455,0,1
455,6,1
456,0,1
457,0,1
458,0,1
458,13,1
459,0,1
459,3,1
459,35,1
460,0,1
461,0,1
461,3,1
461,35,1
461,666,1
462,0,1
462,17,1
462,666,1
463,0,1
463,8,1
463,27,1
463,666,1
464,0,1
464,777,1
465,0,1
466,0,1
466,777,1
467,0,1
467,5,1
468,0,1
468,666,1
469,0,1
469,5,1
470,0,1
470,6,1
470,130,1
471,0,1
471,42,1
472,0,1
472,54,1
472,666,1
473,8,1
473,17,1
474,0,1
474,17,1
474,23,1
475,0,1
476,0,1
476,3,1
476,5,1
476,6,1
476,10,1
476,35,1
476,666,1
477,0,1
478,0,8
478,17,10
478,27,1
478,28,1
478,106,1
478,666,1
479,0,2
479,17,2
480,777,1
481,41,1
481,666,1
482,23,1
483,0,1
483,27,1
484,17,1
485,17,3
486,0,1
486,9,1
486,17,1
487,23,1
488,0,1
488,23,1
489,17,1
490,0,1
491,0,1
492,777,1
493,0,1
494,17,1
495,0,1
495,3,1
495,35,1
495,666,1
496,0,1
497,0,1
497,9,1
497,50,1
497,666,1
498,0,1
498,5,1
498,7,1
499,0,1
500,19,1
500,99,1
501,0,1
501,8,1
502,0,1
502,10,1
502,15,1
502,17,1
502,20,1
503,0,1
504,0,1
504,3,1
504,10,1
504,15,1
504,16,1
504,80,1
504,666,1
505,0,1
505,8,1
505,106,1
505,666,1
505,777,1
506,0,1
506,5,1
506,8,1
506,9,1
506,35,1
506,666,1
507,0,1
507,15,1
507,666,1
508,0,1
508,9,1
508,50,1
508,666,1
509,0,1
509,17,1
510,23,1
511,0,1
512,0,1
512,5,1
513,0,1
514,0,2
514,8,1
514,173,1
514,777,1
515,0,1
515,8,1
516,0,1
516,3,1
516,5,1
516,35,1
516,41,1
516,666,1
517,0,1
517,17,1
517,666,1
518,0,1
518,9,1
519,0,2
519,9,1
519,50,1
520,666,2
521,777,1
522,0,1
522,17,1
523,0,1
523,173,1
524,17,2
524,23,2
525,0,12
525,5,12
525,8,12
525,9,12
525,35,12
525,42,12
525,666,12
526,0,1
526,10,1
526,106,1
526,666,1
527,0,7
527,17,8
527,24,1
527,106,4
528,777,1
529,0,1
529,67,1
530,0,1
530,666,1
531,0,1
531,6,1
531,8,1
531,10,1
531,27,1
531,51,1
531,666,1
532,0,1
532,10,1
532,106,1
532,666,1
533,0,4
533,8,1
533,174,1
533,666,1
534,0,1
534,50,1
535,0,1
536,0,1
537,0,1
537,9,1
538,0,15
538,15,4
538,17,3
538,64,5
538,666,1
538,777,14
539,0,1
540,0,1
541,777,1
542,0,1
543,0,13
543,6,1
543,8,5
543,9,3
543,15,1
543,16,1
543,27,1
543,28,2
543,41,1
543,42,1
543,50,2
543,76,1
543,80,1
543,82,1
543,666,7
543,777,2
544,0,1
545,0,1
545,142,1
546,0,6
546,9,1
546,10,1
546,15,2
546,20,1
546,142,2
546,777,1
547,0,1
547,8,1
547,11,1
547,15,1
547,21,1
547,23,1
547,35,1
547,666,1
548,0,1
549,23,1
550,0,1
551,17,1
552,17,1
553,0,1
554,777,1
555,777,1
556,0,1
556,666,1
557,0,3
557,3,1
557,15,1
557,35,1
557,42,1
557,54,1
557,122,1
557,666,1
558,0,2
558,17,1
559,0,1
559,5,1
559,777,1
560,17,3
561,0,1
561,777,1
562,0,1
562,3,1
562,10,1
562,15,1
562,16,1
562,80,1
562,666,1
563,0,1
563,8,1
564,0,2
564,9,2
564,28,1
564,50,1
564,666,1
565,153,1
566,0,1
567,0,1
567,23,1
568,0,1
568,17,1
568,666,1
569,0,1
569,8,1
569,15,2
569,64,1
569,777,1
570,777,1
571,0,1
571,5,1
571,8,1
571,17,1
571,27,1
571,106,1
571,666,1
572,0,1
572,9,1
572,50,1
572,666,1
572,777,1
573,0,1
574,174,1
575,17,1
576,0,1
576,142,1
577,0,1
578,0,1
578,8,1
578,9,1
578,28,1
578,50,1
578,777,2
579,0,1
579,6,1
579,666,1
580,0,1
581,174,1
582,0,1
582,28,1
583,777,1
584,15,1
585,777,1
586,0,1
586,15,1
586,666,1
587,777,1
588,0,1
588,8,1
588,17,1
588,35,1
588,106,1
588,666,1
589,0,1
589,10,1
589,777,1
590,666,1
591,10,1
591,666,1
592,0,1
592,15,1
592,777,1
593,0,1
593,10,1
593,777,1
594,0,1
594,10,1
595,0,2
596,0,1
596,9,1
596,42,1
596,666,1
597,0,1
598,0,1
599,0,1
599,8,1
600,0,3
600,3,1
600,8,3
600,9,2
600,15,2
600,21,1
600,27,1
600,28,2
600,129,1
600,666,3
601,0,1
601,8,1
602,0,2
602,666,1
603,0,1
604,27,1
605,0,2
606,666,1
606,777,1
607,19,1
608,0,1
608,777,1
609,0,1
609,9,1
610,0,1
610,5,1
610,777,1
611,17,1
612,17,1
613,0,1
613,8,1
613,10,1
613,20,1
613,27,1
614,0,1
615,0,1
615,106,1
616,17,1
617,17,1
618,0,1
619,23,1
620,0,1
620,10,1
620,41,1
620,42,1
620,666,1
621,0,8
621,5,2
621,6,1
621,35,1
621,777,1
622,0,1
623,0,1
624,0,1
624,17,1
624,23,1
624,28,1
625,0,1
625,777,1
626,777,1
627,17,1
627,23,1
628,0,1
629,19,1
630,0,1
630,6,1
630,35,1
631,0,1
632,0,10
632,9,3
632,50,6
633,0,1
634,0,1
635,0,1
635,8,1
636,0,3
636,5,1
636,6,1
636,8,1
636,17,5
636,21,1
636,23,1
636,35,1
636,41,1
636,67,1
636,666,1
637,0,1
637,8,1
637,28,1
638,10,1
639,0,1
639,8,1
639,106,1
639,666,1
639,777,1
640,173,1
641,0,1
641,8,1
641,666,1
642,0,1
642,777,1
643,42,1
643,777,1
644,0,1
644,9,1
644,666,1
645,15,1
645,17,2
645,54,1
645,106,1
645,777,1
646,777,1
647,0,1
647,3,1
647,35,1
648,17,1
649,777,1
650,23,1
651,0,3
651,10,1
651,15,1
651,142,1
652,0,1
652,8,1
652,17,1
653,0,1
653,8,1
653,27,1
654,777,1
655,777,1
656,23,1
657,17,1
658,0,1
658,3,1
658,10,1
658,15,1
658,35,1
658,666,1
659,0,1
659,27,1
659,28,1
660,0,1
661,0,1
661,54,1
662,0,1
662,17,1
662,41,1
662,106,1
663,0,1
664,0,1
664,5,1
664,6,1
664,8,1
664,74,1
665,17,1
665,23,1
666,0,1
666,8,1
666,9,1
666,28,1
666,50,1
666,777,1
667,0,1
667,9,1
667,28,1
667,666,1
668,0,1
668,8,1
668,9,1
668,28,1
668,50,1
668,777,1
669,0,1
669,10,1
669,20,1
669,777,1
670,0,1
670,23,1
671,0,1
671,8,1
672,0,1
673,0,1
674,17,1
675,17,1
676,0,1
676,23,1
677,0,8
677,3,1
677,5,2
677,6,1
677,8,1
677,9,1
677,17,1
677,20,1
677,23,1
677,28,1
677,50,1
677,666,2
677,777,3
678,7,1
678,20,1
679,23,1
680,0,1
680,8,1
680,9,1
680,28,1
680,50,1
680,106,1
680,666,1
681,17,1
681,777,1
682,777,1
683,0,1
683,19,1
683,71,1
684,15,1
685,0,1
685,7,1
685,17,2
685,28,1
686,0,6
686,15,2
686,777,16
687,777,1
688,0,1
689,0,1
690,0,1
690,8,1
691,0,1
692,0,1
692,8,1
692,777,1
693,0,1
694,0,1
695,0,1
695,9,1
695,10,1
695,15,1
695,17,1
695,21,1
695,31,1
695,35,1
695,666,1
696,777,1
697,0,1
697,8,1
697,17,1
697,666,1
698,0,1
699,0,2
699,17,1
699,666,1
700,0,1
700,17,1
701,0,1
701,35,1
702,0,1
703,17,1
704,0,1
704,8,1
704,17,2
704,666,1
705,0,1
705,666,1
706,0,5
706,174,3
706,666,2
707,6,2
707,17,2
708,0,2
708,64,2
709,0,3
709,9,3
709,666,3
710,0,1
710,8,1
711,0,1
711,8,1
711,10,1
711,15,1
711,22,1
711,27,1
