id_patron,id_type_relation,occurences
711,54,1
711,129,1
711,666,1
712,106,1
713,15,3
714,0,3
714,3,3
714,28,3
714,666,3
714,777,3
715,0,1
715,17,1
715,106,1
715,666,1
716,0,1
717,0,1
717,8,1
718,0,1
718,17,2
718,27,1
718,41,1
718,42,1
719,0,2
720,0,12
720,5,2
720,6,1
720,8,1
720,17,10
720,25,1
720,26,1
720,27,1
720,67,1
720,78,1
720,106,5
720,666,4
721,0,1
721,41,1
722,0,1
723,0,1
723,666,1
724,0,1
724,5,1
724,8,1
724,777,1
725,0,1
725,134,1
725,137,1
725,666,1
726,0,1
726,17,1
727,0,1
727,8,1
727,27,1
728,0,1
728,5,1
728,8,1
728,9,1
728,27,1
728,666,1
729,0,3
729,26,1
729,27,1
729,28,1
730,777,1
731,17,1
731,106,1
732,0,1
733,0,1
733,5,1
734,17,1
735,0,1
736,0,2
736,10,1
736,82,1
736,666,1
737,0,2
738,0,1
738,5,1
738,666,1
739,0,1
740,41,1
741,0,1
742,26,1
743,26,1
744,0,3
744,3,1
744,5,1
744,35,2
744,54,1
745,17,1
746,777,1
747,0,1
747,15,1
747,777,1
748,0,1
748,10,1
749,8,1
749,777,1
750,666,1
751,0,1
752,0,1
752,7,1
752,21,1
752,666,1
753,17,1
753,666,1
754,17,1
755,0,1
755,777,1
756,0,1
756,777,1
757,0,1
757,10,1
757,666,1
757,777,1
758,0,1
758,17,1
759,0,1
759,5,1
760,0,1
760,3,1
760,6,1
760,35,1
761,0,1
762,0,1
762,8,1
762,64,1
763,17,1
763,23,1
764,0,1
765,17,1
765,106,1
766,0,1
766,17,1
767,0,2
768,28,1
769,17,1
770,17,1
770,777,1
771,777,1
772,0,1
772,6,1
772,17,1
772,35,1
773,0,2
773,5,1
773,8,1
773,41,1
774,0,1
775,0,1
776,0,1
777,0,1
777,3,1
778,17,1
779,0,1
779,17,1
780,0,1
780,8,1
781,777,1
782,0,1
782,5,1
782,8,1
782,9,1
782,15,1
782,21,1
782,28,1
782,35,1
782,42,1
782,666,1
783,0,1
783,11,1
783,17,1
783,106,1
783,666,1
784,0,1
785,0,1
786,666,1
787,0,1
787,27,1
787,64,1
787,777,1
788,0,1
788,8,1
789,28,1
790,0,1
791,777,1
792,17,1
792,32,1
792,41,1
793,666,1
794,0,1
795,777,1
796,777,1
797,777,1
798,0,1
798,3,1
799,10,1
800,0,1
800,8,1
800,15,1
800,64,1
801,0,1
802,17,2
802,777,2
803,0,1
804,0,1
804,6,1
804,17,1
804,35,1
805,0,1
806,0,1
806,10,1
806,106,1
806,666,1
807,17,1
808,777,1
809,0,1
809,6,1
809,15,1
810,5,1
810,17,1
811,777,1
812,17,1
813,0,8
813,17,1
813,666,2
813,777,14
814,17,1
815,0,1
815,3,1
815,10,1
815,15,1
815,16,1
815,80,1
815,666,1
816,0,1
816,17,1
817,23,1
818,0,1
818,8,1
818,16,1
818,80,1
818,666,1
819,0,1
820,0,11
820,6,1
820,8,9
820,10,2
820,20,1
820,27,5
820,35,1
820,51,1
820,666,3
820,777,2
821,0,1
821,26,1
822,0,5
822,8,5
822,16,5
822,80,5
822,666,5
823,0,1
823,6,1
823,666,1
824,0,1
825,0,1
825,67,1
826,0,1
826,5,1
826,8,1
826,27,1
826,28,1
827,0,1
827,10,1
827,15,1
827,28,1
827,174,1
827,666,1
828,0,1
828,10,1
828,15,1
828,28,1
828,174,1
828,666,1
829,0,2
829,17,1
829,26,1
830,174,1
831,23,1
832,0,1
832,8,1
833,15,1
834,15,1
835,0,1
835,777,1
836,777,1
837,0,3
837,8,1
837,27,1
838,0,1
838,10,1
838,15,1
839,0,1
839,35,1
840,0,1
840,5,1
840,8,1
840,9,1
840,35,1
840,42,1
840,666,1
841,0,1
842,777,1
843,0,1
843,8,1
844,0,1
844,3,1
844,5,1
844,8,1
844,9,1
844,27,1
844,666,1
845,0,1
845,27,1
846,0,1
847,0,1
847,17,1
848,0,1
849,17,1
850,666,1
851,0,8
851,8,2
851,10,1
851,16,2
851,20,1
851,80,2
851,666,3
852,0,2
852,17,2
852,106,2
853,0,5
853,15,3
853,666,1
853,777,9
854,0,1
855,0,1
855,3,1
855,10,1
855,15,1
855,27,1
855,28,1
855,35,1
855,42,1
855,666,1
856,666,1
857,0,1
857,67,1
857,75,1
857,78,1
857,666,1
858,0,1
858,8,1
858,27,1
859,0,1
859,17,1
859,106,1
860,0,1
860,17,1
860,106,1
861,0,4
861,5,1
861,8,2
861,9,2
861,27,2
861,28,1
861,50,1
861,666,3
862,0,1
862,6,1
862,130,1
863,0,1
863,666,1
864,0,1
864,10,1
865,17,1
866,0,1
866,666,1
866,777,1
867,0,1
868,0,1
868,3,1
868,6,1
868,8,1
868,10,1
868,15,1
868,42,1
868,666,1
869,0,1
869,5,1
870,0,1
870,8,1
870,666,1
871,0,1
871,8,1
871,67,1
871,78,1
872,0,14
872,3,1
872,5,1
872,9,1
872,10,3
872,15,2
872,17,1
872,20,1
872,21,1
872,27,1
872,28,1
872,35,1
872,51,1
872,82,1
872,142,2
872,174,1
872,666,3
872,777,4
873,0,2
873,10,1
873,21,1
873,27,1
873,42,1
873,54,1
873,666,1
874,777,1
875,0,1
875,3,1
875,15,1
875,666,1
876,777,1
877,0,1
878,0,1
878,9,1
878,28,1
879,0,1
879,3,1
879,15,1
879,777,1
880,0,1
881,0,1
881,17,1
881,23,1
882,0,1
882,8,1
883,0,12
883,8,3
883,17,22
883,106,1
883,122,1
883,666,4
884,777,1
885,0,1
885,17,1
886,0,1
886,5,1
886,6,1
886,8,1
886,17,1
886,35,1
887,0,1
887,10,1
887,777,1
888,0,1
888,6,1
888,23,1
889,17,1
890,23,1
891,0,12
891,3,1
891,5,2
891,6,1
891,8,3
891,9,3
891,10,2
891,27,2
891,35,3
891,42,1
891,51,1
891,53,1
891,174,1
891,666,3
892,0,7
892,8,1
892,13,1
892,15,1
892,17,9
892,54,1
892,106,1
892,666,2
893,0,5
893,5,2
893,8,3
893,17,1
893,20,1
893,21,1
893,23,1
893,27,1
893,58,1
893,67,1
893,78,1
893,666,1
894,23,1
895,17,1
896,0,1
896,9,1
896,28,1
897,0,1
897,17,1
898,17,1
898,106,1
899,0,1
900,666,1
901,0,1
901,5,1
901,8,1
901,666,1
902,0,1
902,15,1
902,64,1
903,17,1
903,23,1
904,0,5
904,3,1
904,7,1
904,9,1
904,10,1
904,15,1
904,28,1
904,35,1
904,41,1
904,42,1
904,53,1
904,666,1
905,0,1
906,0,1
906,17,2
906,106,1
906,666,1
907,0,1
907,23,1
908,17,1
909,17,1
910,0,2
910,8,1
910,27,1
910,666,1
910,777,1
911,0,1
911,8,1
911,10,1
911,27,1
911,42,1
911,51,1
911,666,1
912,666,1
913,0,1
913,8,1
913,10,1
913,666,1
914,17,2
915,0,1
916,0,1
917,0,1
918,0,1
918,3,1
918,15,1
918,666,1
919,17,1
920,0,2
920,6,2
921,0,4
922,0,1
922,9,1
922,17,1
923,0,1
923,3,1
923,6,1
923,8,1
923,9,1
923,17,1
923,21,1
923,42,1
923,50,1
923,666,1
924,0,1
924,8,1
924,10,1
924,15,1
924,22,1
924,27,1
924,54,1
924,129,1
924,666,1
925,17,1
926,17,1
927,0,1
927,64,1
927,777,2
928,0,2
928,5,1
928,15,1
929,0,1
929,10,1
930,17,1
930,23,1
931,0,1
931,3,1
931,35,1
932,17,1
933,0,1
934,0,1
934,3,1
934,35,1
935,0,1
935,9,1
935,666,1
936,0,1
937,0,1
937,777,1
938,666,1
939,17,1
940,0,1
940,3,1
940,6,1
940,8,1
940,9,1
940,17,1
940,21,1
940,42,1
940,50,1
940,666,1
941,0,1
941,15,1
941,777,1
942,0,1
943,17,1
944,0,1
944,8,1
944,9,1
944,17,1
944,28,1
944,35,1
944,106,1
944,666,1
945,0,1
945,8,1
945,9,1
945,17,1
945,28,1
945,35,1
945,106,1
945,666,1
946,23,1
946,666,1
947,0,1
948,0,1
949,19,1
950,0,1
950,9,1
950,15,1
950,28,1
951,0,1
952,0,1
953,0,1
953,23,1
953,28,1
954,666,1
955,0,1
955,35,1
956,0,2
957,0,2
957,8,2
957,27,2
958,0,1
958,8,1
958,27,1
958,64,1
959,0,1
959,8,1
959,17,1
960,0,1
960,8,1
960,17,1
961,0,1
961,5,1
961,20,1
961,666,1
962,0,1
962,777,1
963,0,1
963,35,1
964,0,6
964,5,2
964,6,1
964,8,2
964,10,1
964,15,1
964,20,1
964,32,1
964,106,1
964,174,2
964,666,2
964,777,3
965,0,1
965,777,1
966,0,1
966,5,1
966,35,1
967,777,1
968,0,1
968,9,1
968,17,1
968,27,1
968,28,1
968,777,1
969,0,1
969,5,1
969,35,1
970,0,1
970,8,1
970,17,1
970,64,1
971,17,1
972,0,1
972,3,1
973,0,1
973,3,1
973,5,1
973,15,1
973,16,1
973,80,1
974,17,1
974,777,1
975,17,4
975,777,4
976,0,1
976,5,1
977,0,1
978,0,1
979,0,1
980,0,1
980,6,1
980,35,1
980,666,1
981,666,1
981,777,1
982,0,1
982,41,1
983,0,1
983,10,1
983,20,1
983,666,1
984,0,1
984,28,1
984,666,1
984,777,1
985,0,1
985,8,1
985,666,1
986,0,1
986,8,1
986,10,1
986,28,1
986,41,1
986,174,1
986,666,1
987,0,1
987,9,1
987,10,1
987,23,1
987,35,1
988,0,1
989,666,1
990,15,1
990,19,1
990,28,1
991,0,1
992,666,1
992,777,1
993,51,1
994,0,1
995,0,1
995,8,1
996,0,1
997,777,1
998,0,1
999,0,1
1000,0,1
1000,8,1
1000,10,1
1001,0,1
1001,17,2
1001,777,1
1002,0,1
1002,8,1
1003,0,1
1003,5,1
1003,21,1
1004,17,1
1005,0,1
1005,8,1
1006,17,1
1007,666,1
1008,0,1
1008,8,1
1008,10,1
1008,15,1
1008,22,1
1008,27,1
1008,54,1
1008,129,1
1008,666,1
1009,0,1
1010,0,1
1010,17,1
1011,0,1
1011,35,1
1012,0,3
1012,10,2
1012,20,2
1012,666,2
1013,0,1
1014,0,1
1015,17,1
1016,0,1
1016,58,1
1017,0,2
1017,5,2
1017,8,2
1017,17,2
1017,27,2
1017,106,2
1017,666,2
1018,0,4
1018,17,1
1018,777,1
1019,15,1
1020,0,1
1020,17,1
1020,106,1
1021,0,1
1022,17,1
1023,0,1
1024,0,1
1024,22,1
1024,99,1
1024,666,1
1025,0,1
1025,22,1
1025,99,1
1025,666,1
1026,0,1
1026,777,1
1027,666,1
1028,8,1
1028,777,1
1029,0,1
1029,25,1
1030,0,1
1030,5,1
1031,777,1
1032,0,1
1033,17,1
1034,0,1
1034,15,1
1035,0,5
1035,5,2
1035,50,1
1035,666,1
1035,777,1
1036,0,1
1036,5,1
1036,8,1
1036,17,1
1036,27,1
1036,106,1
1036,666,1
1037,0,1
1037,5,1
1037,8,1
1037,17,1
1037,27,1
1037,106,1
1037,666,1
1038,0,1
1039,0,2
1039,666,2
1039,777,2
1040,0,2
1041,0,1
1042,0,1
1042,5,1
1043,777,1
1044,8,1
1045,0,1
1045,17,1
1045,28,1
1045,106,1
1046,0,1
1046,666,1
1047,0,1
1047,9,1
1047,10,1
1047,17,1
1048,22,1
1048,777,1
1049,0,1
1050,28,1
1051,0,1
1051,17,1
1051,28,1
1051,106,1
1052,0,1
1053,23,1
1054,0,1
1054,42,1
1054,52,1
1055,0,1
1055,52,1
1056,0,1
1056,52,1
1057,0,2
1057,10,1
1058,0,2
1058,8,1
1058,55,1
1058,666,1
1058,777,1
1059,10,1
1060,0,1
1060,8,1
1060,27,1
1060,666,1
1060,777,1
1061,0,1
1061,8,1
1061,27,1
1061,666,1
1062,0,1
1062,8,1
1062,27,1
1063,0,1
1064,0,1
1065,666,1
1066,0,1
1066,3,1
1066,5,1
1066,15,1
1066,666,1
1067,17,1
1068,17,1
1069,0,1
1070,0,1
1070,8,1
1071,17,1
1072,0,1
1072,27,1
1073,8,1
1074,17,1
1075,0,1
1075,777,1
1076,777,1
1077,777,1
1078,17,1
1079,0,1
1079,17,1
1079,666,1
1080,17,1
1081,0,1
1081,5,1
1082,17,1
1082,777,1
1083,50,1
1084,9,1
1084,666,1
1085,0,3
1085,8,1
1085,15,1
1085,17,1
1085,20,1
1085,28,1
1085,78,1
1085,666,1
1086,0,1
1086,8,1
1086,27,1
1086,666,1
1087,0,1
1087,8,1
1087,27,1
1088,0,1
1089,0,1
1090,174,1
1091,41,1
1092,0,1
1092,17,1
1093,0,1
1094,0,1
1094,10,1
1094,15,1
1094,17,1
1094,20,1
1094,666,1
1095,0,1
1095,777,1
1096,0,1
1097,777,1
1098,0,1
1099,0,1
1099,777,1
1100,0,2
1100,5,1
1100,8,1
1100,17,1
1100,27,1
1100,106,1
1100,666,1
1101,0,1
1101,8,1
1101,17,1
1101,20,1
1101,27,1
1101,141,1
1101,666,1
1102,0,1
1102,9,1
1102,666,1
1103,17,1
1104,0,1
1104,3,1
1104,9,1
1104,35,1
1104,50,1
1104,666,1
1105,0,1
1105,3,1
1105,9,1
1105,35,1
1105,50,1
1105,666,1
1106,0,1
1106,5,1
1106,6,1
1106,35,1
1106,666,1
1107,0,1
1107,17,1
1107,666,1
1108,17,1
1109,17,1
1110,23,1
1111,15,1
1112,17,1
1113,0,1
1114,0,1
1114,8,1
1114,16,1
1114,80,1
1114,666,1
1115,0,1
1115,6,1
1115,8,1
1115,10,1
1115,27,1
1115,51,1
1115,666,1
1116,0,1
1117,0,1
1118,0,1
1118,174,1
1119,0,1
1120,0,1
1121,0,1
1121,5,1
1121,35,1
1121,666,2
1122,777,1
1123,0,1
1123,5,1
1123,6,1
1123,8,1
1123,21,1
1123,23,1
1123,35,1
1123,41,1
1123,67,1
1123,666,1
1124,0,2
1124,17,1
1124,106,1
1124,666,1
1125,0,1
1125,17,1
1126,0,1
1126,106,1
1126,666,1
1127,0,1
1128,0,1
1128,8,1
1128,9,1
1128,28,1
1128,50,1
1128,777,1
1129,17,1
1130,0,1
1130,3,1
1131,0,1
1131,777,1
1132,0,1
1133,17,1
1134,0,1
1134,10,1
1134,666,1
1135,17,1
1136,0,3
1136,777,1
1137,23,1
1138,17,1
1139,0,1
1140,0,1
1140,17,1
1140,106,1
1140,666,1
1141,0,1
1142,0,5
1142,6,1
1142,8,1
1142,17,1
1142,23,1
1142,35,1
1142,666,1
1143,0,1
1144,0,1
1145,0,1
1145,6,1
1145,23,1
1146,777,1
1147,0,1
1147,5,1
1148,174,1
1149,0,1
1149,17,3
1150,0,1
1151,0,1
1151,15,1
1151,666,1
1152,777,1
1153,0,1
1153,17,1
1153,106,1
1153,666,1
1154,0,1
1154,106,1
1154,666,1
1155,0,1
1155,35,1
1156,41,1
1156,666,1
1157,0,1
1158,0,1
1158,8,1
1158,10,1
1159,0,1
1159,5,1
1160,0,1
1160,5,1
1161,0,2
1161,3,1
1161,6,1
1161,10,1
1161,35,1
1161,56,1
1161,174,1
1161,666,1
1162,0,1
1162,5,1
1162,8,1
1162,17,1
1162,27,1
1162,106,1
1162,666,1
1163,0,1
1163,5,1
1163,8,1
1163,17,1
1163,27,1
1163,106,1
1163,666,1
1164,0,1
1164,5,1
1164,8,1
1164,17,1
1164,27,1
1164,106,1
1164,666,1
1165,0,1
1165,9,1
1165,666,1
1166,0,1
1166,6,1
1166,41,1
1166,42,1
1166,137,1
1166,139,1
1166,666,1
1167,777,1
1168,0,1
1168,8,1
1169,0,1
1170,17,1
1171,666,1
1172,0,1
1173,0,2
1173,17,5
1174,0,1
1174,17,1
1174,106,1
1174,666,1
1175,17,1
1175,777,1
1176,0,1
1176,17,2
1177,0,3
1177,17,1
1177,106,1
1177,666,1
1178,0,3
1178,8,1
1178,17,2
1178,64,2
1179,0,1
1179,5,1
1180,0,1
1180,5,1
1180,35,1
1181,0,1
1182,0,1
1182,17,1
1183,0,2
1183,17,2
1183,666,1
1184,0,1
1184,10,1
1184,15,1
1185,0,1
1186,777,1
1187,28,1
1188,23,1
1189,0,1
1190,0,1
1191,777,1
1192,0,1
1192,9,1
1192,666,1
1193,0,1
1193,9,1
1193,68,1
1193,174,1
1194,15,1
1194,777,1
1195,32,1
1196,0,1
1197,17,1
1197,777,1
1198,17,1
1198,777,1
1199,0,1
1199,17,1
1199,106,1
1200,0,1
1200,17,1
1200,106,1
1201,777,1
1202,0,1
1202,7,1
1203,0,1
1203,5,1
1203,9,1
1204,0,1
1204,7,1
1205,777,1
1206,0,1
1207,10,1
1208,0,4
1208,17,2
1208,35,1
1208,777,1
1209,0,1
1209,8,1
1210,23,1
1210,666,1
1211,0,1
1211,9,1
1212,0,5
1212,8,1
1212,9,1
1212,28,3
1212,50,1
1212,174,1
1212,666,1
1212,777,2
1213,17,1
1214,666,1
1215,0,1
1215,9,1
1215,666,1
1216,17,1
1217,8,1
1217,17,1
1218,0,2
1219,0,6
1219,10,1
1220,0,2
1220,27,1
1220,28,1
1221,15,1
1221,666,1
1222,17,1
1223,0,1
1223,22,1
1223,27,1
1223,666,1
1223,777,1
1224,19,1
1225,0,1
1225,106,1
1226,0,1
1226,64,1
1226,777,1
1227,0,1
1227,777,1
1228,0,2
1228,50,2
1228,666,2
1229,666,1
1230,0,1
1230,28,1
1231,777,1
1232,41,1
1233,173,1
1234,106,1
1235,0,3
1236,0,2
1236,174,2
1236,666,1
1237,174,1
1237,666,1
1238,0,1
1239,666,1
1240,0,1
1241,17,1
1242,0,1
1242,5,1
1242,8,1
1242,9,1
1242,35,1
1242,42,1
1242,666,1
1243,0,1
1243,777,1
1244,0,1
1245,0,1
1245,17,1
1246,0,1
1246,7,1
1246,9,1
1246,777,1
1247,0,1
1247,7,1
1247,8,1
1247,17,1
1247,106,1
1247,666,1
1248,0,1
1248,64,1
1249,0,1
1249,666,1
1250,23,1
1250,666,1
1251,0,1
1251,8,1
1252,0,1
1252,777,1
1253,17,1
1254,17,1
1255,0,1
1256,0,3
1256,10,1
1256,17,1
1256,20,1
1256,23,1
1256,35,1
1256,42,1
1256,666,1
1256,777,1
1257,23,1
1258,41,1
1259,0,2
1259,666,1
1259,777,1
1260,0,1
1260,17,2
1261,0,1
1262,0,1
1262,666,1
1263,0,1
1263,17,1
1264,17,1
1265,17,1
1265,777,1
1266,8,1
1266,64,1
1267,0,1
1267,6,1
1267,23,1
1268,0,1
1268,666,1
1269,14,1
1270,0,1
1270,777,1
1271,17,1
1272,0,1
1272,26,1
1273,0,1
1273,15,1
1273,666,1
1274,17,1
1275,0,2
1275,50,1
1275,666,1
1276,0,1
1276,3,1
1277,0,1
1277,3,1
1277,15,1
1278,0,1
1279,0,1
1279,8,1
1279,17,1
1280,0,1
1281,17,1
1282,0,3
1282,17,2
1282,106,1
1282,666,1
1283,0,1
1283,3,1
1284,0,1
1284,666,1
1285,0,1
1285,15,1
1285,666,1
1286,5,1
1287,0,1
1287,17,1
1287,106,1
1288,0,1
1289,0,1
1290,0,1
1291,0,1
1292,0,1
1292,777,1
1293,777,1
1294,0,1
1294,17,1
1294,27,1
1295,0,1
1295,777,1
1296,0,1
1296,8,1
1297,8,1
1297,17,1
1298,0,1
1298,19,1
1298,71,1
1299,0,1
1299,28,1
1299,41,1
1299,53,1
1299,666,1
1300,666,1
1301,0,1
1301,8,1
1301,9,1
1302,17,1
1303,0,1
1304,8,1
1304,64,1
1305,0,1
1306,0,1
1306,17,1
1306,106,1
1307,0,1
1307,10,1
1307,666,1
1308,0,1
1309,0,1
1309,8,1
1309,777,1
1310,0,1
1310,11,1
1310,17,1
1310,106,1
1310,666,1
1311,0,1
1312,23,1
1313,0,1
1313,8,1
1313,777,1
1314,0,1
1314,17,1
1315,0,1
1315,3,1
1315,17,1
1315,666,1
1316,0,1
1317,0,1
1317,5,1
1318,0,1
1318,5,1
1318,8,1
1318,20,1
1318,42,1
1319,0,1
1319,8,1
1319,777,1
1320,0,1
1320,15,1
1320,54,1
1321,23,1
1322,0,1
1322,15,1
1322,64,1
1323,17,1
1324,0,1
1324,17,1
1325,23,1
1326,0,1
1327,41,1
1328,0,1
1328,8,1
1328,777,1
1329,0,1
1330,0,1
1330,8,1
1331,777,1
1332,777,1
1333,777,1
1334,17,2
1334,106,1
1335,777,1
1336,0,1
1336,777,1
1337,0,1
1337,8,1
1337,55,1
1337,666,1
1337,777,1
1338,0,1
1339,50,1
1340,0,1
1340,5,1
1340,6,1
1340,17,1
1340,20,1
1340,21,1
1340,35,1
1340,666,1
1341,0,3
1341,17,5
1341,106,2
1341,666,2
1342,0,1
1342,777,1
1343,0,1
1344,0,1
1345,777,1
1346,17,1
1346,23,1
1347,0,1
1347,777,1
1348,0,1
1349,23,1
1350,0,1
1351,17,1
1351,777,1
1352,0,1
1352,10,1
1352,21,1
1352,666,1
1353,0,1
1354,23,1
1355,0,1
1355,11,1
1355,15,1
1355,17,1
1355,106,1
1355,174,1
1355,666,1
1356,8,1
1356,64,1
1357,0,1
1357,8,1
1357,28,1
1358,0,1
1359,0,4
1359,10,1
1359,21,1
1359,666,1
1360,0,1
1360,27,1
1361,23,1
1362,777,1
1363,0,3
1363,777,1
1364,23,1
1365,0,1
1365,9,1
1365,28,1
1365,106,1
1365,666,1
1365,777,1
1366,8,1
1367,0,1
1367,23,1
1368,777,1
1369,0,1
1369,777,1
1370,0,1
1371,0,1
1372,0,1
1372,5,1
1372,6,1
1372,17,1
1372,23,1
1373,17,1
1374,777,1
1375,0,1
1376,0,1
1376,15,1
1376,666,1
1377,0,1
1378,0,3
1378,10,2
1378,15,1
1378,20,1
1378,51,1
1378,67,1
1378,78,1
1378,666,2
1379,174,1
1380,0,1
1381,0,1
1382,0,1
1383,0,1
1384,777,1
1385,666,1
1386,0,1
1387,0,1
1388,0,10
1388,17,1
1389,0,2
1390,106,1
1391,0,1
1391,17,1
1391,106,1
1392,0,1
1393,0,1
1394,0,4
1394,5,4
1394,8,4
1394,17,4
1394,27,4
1394,106,4
1394,666,4
1395,0,1
1395,9,1
1395,10,1
1395,666,1
1396,0,1
1397,0,1
1397,5,1
1397,6,1
1397,17,1
1397,106,1
1397,666,1
1398,0,1
1399,0,1
1400,0,1
1400,5,1
1401,0,1
1401,8,1
1401,17,1
1401,106,1
1402,0,2
1402,3,1
1402,9,2
1402,10,1
1402,15,1
1402,27,1
1402,666,1
1402,777,1
1403,19,1
1404,0,1
1404,777,1
1405,115,1
1406,0,1
1406,8,1
1406,10,1
1406,20,1
1406,27,1
1406,67,1
1407,0,1
1407,17,1
1408,0,1
1408,8,1
1408,9,1
1408,27,1
1408,28,1
1408,50,1
1408,666,1
1409,0,1
1409,9,1
1409,27,1
1409,28,1
1409,50,1
1409,666,1
1410,42,1
1411,0,1
1412,19,1
1412,75,1
1413,0,1
1413,8,1
1413,9,1
1413,27,1
1413,28,1
1413,50,1
1413,666,1
1414,0,1
1415,0,1
1415,8,1
1415,9,1
1415,27,1
1415,28,1
1415,50,1
1415,666,1
1416,777,1
1417,0,1
1417,10,1
1418,17,1
1419,0,1
1419,3,1
1419,28,1
1419,35,1
1419,666,1
1420,0,2
1420,6,1
1420,17,2
1420,35,1
1420,666,1
1420,777,1
1421,0,2
1421,8,1
1421,9,1
1421,10,1
1421,27,1
1421,28,1
1421,50,1
1421,106,1
1421,666,2
1422,0,1
1423,17,1
1423,23,1
1424,8,1
1424,64,1
1425,0,1
1425,8,1
1425,9,1
1425,27,1
1425,28,1
1425,50,1
1425,666,1
1426,0,1
1426,8,1
1426,9,1
1426,27,1
1426,28,1
1426,50,1
1426,666,1
1427,0,1
1427,8,1
1427,9,1
1427,27,1
1427,28,1
1427,50,1
1427,666,1
1428,0,3
1428,10,1
1428,15,1
1428,666,2
1429,0,1
1429,27,1
1429,666,1
1430,0,1
1430,666,1
1431,0,1
1431,35,1
1432,0,1
1432,8,1
1433,0,1
1433,17,1
1433,666,1
1434,17,1
1435,0,1
1436,17,1
1437,777,1
1438,23,1
1439,0,1
1439,3,1
1439,10,1
1439,35,1
1439,174,1
1440,0,1
1440,8,1
1440,9,1
1440,27,1
1440,28,1
1440,50,1
1440,666,1
1441,23,1
1442,0,1
1442,5,1
1443,777,1
1444,666,1
1445,0,1
1445,142,1
1446,0,1
1446,142,1
1447,0,1
1447,666,1
1448,0,1
1448,27,1
1449,0,1
1449,5,1
1450,0,1
1451,0,4
1451,9,4
1451,28,1
1451,666,1
1451,777,1
1452,0,1
1452,8,1
1453,19,1
1454,666,1
1455,17,4
1456,0,1
1456,27,1
1456,666,1
1457,19,1
1458,0,1
1458,777,1
1459,0,1
1460,0,1
1460,8,1
1461,0,1
1461,17,1
1461,666,1
1462,0,1
1462,8,1
1463,0,1
1463,5,1
1464,0,1
1464,777,1
1465,0,1
1465,3,1
1465,10,1
1465,15,1
1465,666,1
1466,0,1
1466,3,1
1466,15,1
1466,666,1
1467,0,1
1467,64,1
1468,0,1
1468,10,1
1468,777,1
1469,54,1
1469,666,1
1470,0,1
1470,9,1
1470,28,1
1470,41,1
1471,8,1
1472,0,1
1472,666,1
1472,777,1
1473,17,1
1473,28,1
1473,106,1
1474,17,1
1474,106,1
1475,0,1
1475,27,1
1476,0,1
1476,9,1
1477,0,1
1477,5,1
1477,8,1
1477,21,1
1477,27,1
1477,666,1
1478,27,1
1479,23,1
1480,17,1
1481,0,2
1481,8,1
1481,17,1
1481,64,2
1482,0,1
1482,5,1
1482,23,1
1483,0,1
1483,17,1
1484,777,1
1485,0,1
1486,0,1
1486,14,2
1486,16,1
1486,17,1
1486,666,2
1487,0,1
1487,15,1
1488,0,1
1489,0,1
1489,5,1
1490,0,1
1490,777,1
1491,0,1
1492,28,1
1493,0,1
1493,27,1
1494,0,1
1495,777,1
1496,19,1
1497,0,2
1497,8,1
1497,10,1
1497,17,1
1497,666,2
1498,106,1
1499,0,4
1500,777,1
1501,0,1
1502,0,1
1502,9,1
1502,17,1
1503,0,1
1503,5,1
1503,666,1
1504,0,1
1504,3,1
1504,15,1
1504,666,1
1505,0,1
1505,777,1
1506,0,1
1506,777,1
1507,17,1
1508,17,1
1509,17,1
1510,17,1
1511,17,1
1512,0,1
1512,17,1
1512,666,1
1512,777,3
1513,0,1
1513,8,1
1513,64,1
1514,777,1
1515,0,1
1516,0,1
1516,8,1
1517,0,1
1517,666,1
1518,0,2
1518,3,1
1518,9,1
1518,10,1
1518,35,1
1518,174,1
1518,666,1
1518,777,1
1519,17,1
1520,0,1
1521,777,1
1522,0,1
1522,10,1
1522,20,1
1522,666,1
1523,0,1
1523,777,1
1524,19,1
1525,17,1
1526,0,1
1526,17,1
1527,0,1
1528,0,2
1528,17,2
1528,106,2
1528,666,1
1529,0,1
1529,10,1
1529,156,1
1530,0,1
1530,9,1
1531,0,1
1532,0,1
1533,0,1
1534,0,1
1535,17,1
1536,0,1
1536,17,1
1537,0,1
1537,666,1
1538,0,1
1539,17,1
1540,0,1
1540,8,1
1541,0,1
1542,8,1
1543,0,1
1543,3,1
1543,23,1
1544,0,1
1544,8,1
1544,10,1
1544,15,1
1544,22,1
1544,27,1
1544,54,1
1544,129,1
1544,666,1
1545,0,1
1546,0,1
1547,0,2
1547,666,1
1548,0,1
1548,6,1
1548,666,1
1549,0,2
1549,17,2
1550,17,1
1551,0,1
1551,777,1
1552,0,1
1552,666,1
1553,0,2
1553,17,1
1553,666,1
1554,0,1
1554,15,1
1555,0,2
1555,10,1
1555,777,1
1556,0,1
1556,666,1
1557,0,1
1557,3,1
1557,10,1
1557,15,1
1557,16,1
1557,80,1
1557,666,1
1558,0,1
1558,17,1
1559,0,1
1559,9,1
1559,666,1
1560,17,1
1561,0,1
1562,23,1
1563,0,1
1563,17,2
1564,19,1
1565,8,1
1565,777,1
1566,0,1
1566,15,1
1566,777,1
1567,0,1
1567,8,1
1568,0,1
1568,9,1
1569,0,1
1569,9,1
1569,666,1
1570,17,1
1571,0,1
1571,5,1
1572,17,1
1573,0,1
1573,666,1
