head,lemma,dep,pos,sim,relation
fruit,ingrédient,nmod,NOUN,0.562045156955719,[]
cookie,chocolat,nmod,NOUN,0.4907369613647461,"[{""id"": 375609, ""node1"": 162248, ""node2"": 34157, ""type"": 0, ""w"": 112.0}, {""id"": 376056277, ""node1"": 162248, ""node2"": 34157, ""type"": 50, ""w"": 33.0}, {""id"": 1072714225, ""node1"": 162248, ""node2"": 34157, ""type"": 666, ""w"": 2.0}]"
crème,chantilly,nmod,NOUN,0.5629333853721619,"[{""id"": 432348, ""node1"": 44001, ""node2"": 56698, ""type"": 0, ""w"": 59.0}, {""id"": 652229615, ""node1"": 44001, ""node2"": 56698, ""type"": 666, ""w"": 2.0}]"
lot,couteau,nmod,NOUN,0.4050438702106476,[]
placer,cookie,obj,NOUN,0.4546168446540832,[]
cookie,torchon,nmod,NOUN,0.5204710364341736,[]
avoir,morceau,obj,NOUN,0.4641084671020508,[]
laver,fraise,obj,NOUN,0.571640133857727,[]
taille,mettre,acl,VERB,0.4473427236080169,[]
couche,fin,amod,ADJ,0.4426682293415069,[]
mettre,couche,obj,NOUN,0.4788916707038879,[]
couche,chantilly,nmod,NOUN,0.4898734986782074,[]
couche,fond,nmod,NOUN,0.4925581216812134,"[{""id"": 914483097, ""node1"": 19152, ""node2"": 119272, ""type"": 0, ""w"": 20.0}, {""id"": 645481775, ""node1"": 19152, ""node2"": 119272, ""type"": 17, ""w"": -5.0}]"
déposer,rondelle,obj,NOUN,0.4834178984165191,[]
rondelle,fraise,nmod,NOUN,0.5182183980941772,[]
mettre,cookie,obj,NOUN,0.4679959118366241,[]
cookie,écraser,acl,VERB,0.4466620683670044,[]
