head,lemma,dep,pos,sim,relation
coriandre,huile,amod,NOUN,0.636909008026123,[]
huile,sésame,nmod,NOUN,0.6152989268302917,"[{""id"": 12295235, ""node1"": 141971, ""node2"": 18404, ""type"": 0, ""w"": 43.0}, {""id"": 580644, ""node1"": 141971, ""node2"": 18404, ""type"": 5, ""w"": 32.0}, {""id"": 88080850, ""node1"": 141971, ""node2"": 18404, ""type"": 35, ""w"": 32.0}, {""id"": 380316783, ""node1"": 141971, ""node2"": 18404, ""type"": 54, ""w"": 34.0}]"
sésame,vinaigre,acl,NOUN,0.6396738886833191,[]
vinaigre,poivre,nmod,NOUN,0.647547721862793,"[{""id"": 1018019476, ""node1"": 145443, ""node2"": 139597, ""type"": 0, ""w"": 53.0}]"
poivre,champignon,amod,NOUN,0.6451359391212463,[]
poivre,noir,amod,ADJ,0.5682362914085388,"[{""id"": 104819942, ""node1"": 139597, ""node2"": 64238, ""type"": 0, ""w"": 3.0}, {""id"": 3162514, ""node1"": 139597, ""node2"": 64238, ""type"": 106, ""w"": 15.0}, {""id"": 104819941, ""node1"": 139597, ""node2"": 64238, ""type"": 666, ""w"": 1.0}]"
tofu,blanc,amod,ADJ,0.6172657608985901,"[{""id"": 25377869, ""node1"": 216328, ""node2"": 15196, ""type"": 17, ""w"": 220.0}, {""id"": 25377882, ""node1"": 216328, ""node2"": 15196, ""type"": 106, ""w"": 65.0}]"
blanc,poulet,nmod,NOUN,0.6087594628334045,"[{""id"": 9356626, ""node1"": 15196, ""node2"": 146261, ""type"": 0, ""w"": 50.0}, {""id"": 97329786, ""node1"": 15196, ""node2"": 146261, ""type"": 10, ""w"": 29.0}, {""id"": 1933499, ""node1"": 15196, ""node2"": 146261, ""type"": 35, ""w"": 45.0}, {""id"": 14659361, ""node1"": 15196, ""node2"": 146261, ""type"": 42, ""w"": 29.0}, {""id"": 1663131, ""node1"": 15196, ""node2"": 146261, ""type"": 666, ""w"": 1.0}]"
poulet,bouillon,nmod,NOUN,0.680425763130188,"[{""id"": 914309720, ""node1"": 146261, ""node2"": 146582, ""type"": 0, ""w"": 21.0}]"
bouillon,poule,nmod,NOUN,0.550145149230957,[]
