head,lemma,dep,pos,sim,relation,relation_name,w
titre,boule,nmod,NOUN,0.4970012307167053,[],,
boule,Noël,nmod,PROPN,0.4575067460536957,"[{""id"": 406351, ""node1"": 141883, ""node2"": 143255, ""type"": 0, ""w"": 52.0}]",r_associated,52.0
boule,ingrédient,nmod,NOUN,0.6116237044334412,[],,
boule,chocolat,nmod,NOUN,0.5878035426139832,"[{""id"": 230878, ""node1"": 141883, ""node2"": 34157, ""type"": 0, ""w"": 53.0}]",r_associated,53.0
boule,noir,amod,ADJ,0.5226186513900757,[],,
titre,confiture,nmod,NOUN,0.5186997056007385,[],,
confiture,lait,nmod,NOUN,0.6145787835121155,"[{""id"": 585584618, ""node1"": 70793, ""node2"": 86296, ""type"": 0, ""w"": 47.0}, {""id"": 765215486, ""node1"": 70793, ""node2"": 86296, ""type"": 17, ""w"": -5.0}]",r_associated,47.0
lait,eau,appos,NOUN,0.6201539039611816,"[{""id"": 423451320, ""node1"": 86296, ""node2"": 65012, ""type"": 0, ""w"": 57.0}, {""id"": 386065416, ""node1"": 86296, ""node2"": 65012, ""type"": 6, ""w"": -25.0}, {""id"": 123522, ""node1"": 86296, ""node2"": 65012, ""type"": 9, ""w"": 170.0}, {""id"": 1745868, ""node1"": 86296, ""node2"": 65012, ""type"": 50, ""w"": 32.0}, {""id"": 97056207, ""node1"": 86296, ""node2"": 65012, ""type"": 78, ""w"": 30.0}, {""id"": 3262481, ""node1"": 86296, ""node2"": 65012, ""type"": 777, ""w"": 5.0}]",r_has_part,170.0
fondre,tablette,obj,NOUN,0.5479224324226379,[],,
tablette,chocolat,nmod,NOUN,0.5693907737731934,"[{""id"": 195806, ""node1"": 29118, ""node2"": 34157, ""type"": 0, ""w"": 60.0}, {""id"": 682495, ""node1"": 29118, ""node2"": 34157, ""type"": 5, ""w"": 102.0}, {""id"": 14674476, ""node1"": 29118, ""node2"": 34157, ""type"": 42, ""w"": 36.0}, {""id"": 720817953, ""node1"": 29118, ""node2"": 34157, ""type"": 174, ""w"": 25.0}]",r_syn,102.0
ajouter,confiture,obj,NOUN,0.6040862798690796,[],,
reposer,pâte,obj,NOUN,0.6314936280250549,"[{""id"": 9366390, ""node1"": 106663, ""node2"": 34069, ""type"": 0, ""w"": 32.0}, {""id"": 218835, ""node1"": 106663, ""node2"": 34069, ""type"": 13, ""w"": 59.0}, {""id"": 9173399, ""node1"": 106663, ""node2"": 34069, ""type"": 35, ""w"": 31.0}]",r_agent,59.0
sortir,réfrigérateur,obj,NOUN,0.4782720506191253,[],,
boule,petit,amod,ADJ,0.5510615706443787,[],,
faire,boule,obj,NOUN,0.5590701699256897,[],,
reposer,demi-heure,obj,NOUN,0.4245004653930664,[],,
demi-heure,réfrigérateur,nmod,NOUN,0.5079268217086792,[],,
