head,lemma,dep,pos,sim,relations
titre,cuisine,nmod,NOUN,0.5829861164093018,[]
cuisine,libyen,amod,ADJ,0.4587585628032684,[]
mélange,cuisine,nsubj,NOUN,0.7143608927726746,"[{""id"": 15309716, ""node1"": 14800, ""node2"": 16033, ""type"": 0, ""w"": 260.0}, {""id"": 14687570, ""node1"": 14800, ""node2"": 16033, ""type"": 3, ""w"": 253.0}, {""id"": 653268745, ""node1"": 14800, ""node2"": 16033, ""type"": 666, ""w"": 2.0}]"
modifier,mélange,obj,NOUN,0.4960052073001861,[]
mélange,tradition,nmod,NOUN,0.5741199254989624,"[{""id"": 1040459409, ""node1"": 14800, ""node2"": 45722, ""type"": 17, ""w"": -5.0}]"
tradition,culinaire,amod,ADJ,0.5760958790779114,[]
plat,associer,acl,VERB,0.6080800294876099,[]
tire,cuisine,nsubj,NOUN,0.5104118585586548,[]
partie,grand,amod,ADJ,0.4558689892292022,[]
partie,tradition,nmod,NOUN,0.4705898463726043,[]
tradition,cuisine,nmod,NOUN,0.6283428072929382,"[{""id"": 900077387, ""node1"": 45722, ""node2"": 16033, ""type"": 0, ""w"": 21.0}]"
cuisine,berbère,amod,ADJ,0.5440725088119507,"[{""id"": 428534996, ""node1"": 16033, ""node2"": 84567, ""type"": 0, ""w"": 6.0}, {""id"": 3978257, ""node1"": 16033, ""node2"": 84567, ""type"": 777, ""w"": 6.0}]"
plat,populaire,amod,ADJ,0.5941116809844971,"[{""id"": 93507628, ""node1"": 36327, ""node2"": 19960, ""type"": 17, ""w"": 40.0}]"
plat,Libye,nmod,PROPN,0.531071126461029,[]
soupe,arabe,amod,ADJ,0.5679881572723389,[]
contenir,soupe,nsubj,NOUN,0.6601181626319885,[]
plusieurs,ingrédient,nmod,NOUN,0.5766605734825134,[]
ingrédient,issu,amod,ADJ,0.4291259348392486,[]
plat,nombreux,amod,ADJ,0.5937381982803345,[]
plat,autre,amod,ADJ,0.6218559145927429,[]
plat,libyen,amod,ADJ,0.5172629356384277,[]
plat,tel,amod,ADJ,0.5686100721359253,[]
influencer,tomate,nsubj:pass,NOUN,0.610256552696228,[]
poivre,safran,appos,NOUN,0.6225732564926147,"[{""id"": 584573828, ""node1"": 139597, ""node2"": 84746, ""type"": 0, ""w"": 21.0}]"
Tripoli,porc,nsubj,NOUN,0.530730128288269,[]
tomate,Tripoli,nmod,PROPN,0.4682839512825012,[]
influencer,cuisine,nsubj:pass,NOUN,0.6140011548995972,"[{""id"": 560861851, ""node1"": 72679, ""node2"": 16033, ""type"": 0, ""w"": 34.0}]"
cuisine,tunisien,amod,ADJ,0.5652143359184265,[]
courant,pâte,nsubj,NOUN,0.6466655135154724,[]
