head,lemma,dep,pos,sim,relations
article,bon,amod,ADJ,0.4244125783443451,"[{""id"": 356969, ""node1"": 115763, ""node2"": 144229, ""type"": 17, ""w"": 56.0}]"
écrivaine,culinaire,amod,ADJ,0.4869507849216461,[]
rubrique,culinaire,amod,ADJ,0.4889291226863861,[]
pâtissier,bon,amod,ADJ,0.493021696805954,[]
rubrique,pâtissier,amod,NOUN,0.4183074235916137,[]
cuisinière,piètre,amod,ADJ,0.4848488271236419,[]
recette,nombreux,amod,ADJ,0.5949440598487854,[]
recette,auteur,nmod,NOUN,0.5121190547943115,[]
publier,recette,obj,NOUN,0.540657103061676,"[{""id"": 569425003, ""node1"": 89502, ""node2"": 120188, ""type"": 14, ""w"": 35.0}]"
recette,recevoir,acl,VERB,0.5959656238555908,"[{""id"": 418296796, ""node1"": 120188, ""node2"": 36620, ""type"": 0, ""w"": 11.0}]"
présentation,recette,nmod,NOUN,0.6027924418449402,[]
éditeur,cuisine,nmod,NOUN,0.5284922122955322,[]
couche,faux,amod,ADJ,0.4137265086174011,[]
fille,marchand,nmod,NOUN,0.4009448289871216,[]
marchand,tissu,nmod,NOUN,0.4009493291378021,[]
femme,venir,acl,VERB,0.413416713476181,"[{""id"": 14844948, ""node1"": 61490, ""node2"": 77822, ""type"": 24, ""w"": 30.0}]"
femme,rien,nmod,PRON,0.4546889066696167,[]
mourir,fait,advcl,NOUN,0.4555888473987579,[]
fait,fièvre,nmod,NOUN,0.4702668190002441,[]
femme,dont,nmod,PRON,0.4000574648380279,[]
mourir,femme,nsubj:pass,NOUN,0.4179729223251343,"[{""id"": 546624773, ""node1"": 124600, ""node2"": 61490, ""type"": 0, ""w"": 26.0}, {""id"": 1589564, ""node1"": 124600, ""node2"": 61490, ""type"": 13, ""w"": 41.0}, {""id"": 418604, ""node1"": 124600, ""node2"": 61490, ""type"": 14, ""w"": -50.0}]"
vivre,mourir,advcl,VERB,0.4011623561382293,"[{""id"": 416947, ""node1"": 2442, ""node2"": 124600, ""type"": 0, ""w"": 70.0}, {""id"": 76571656, ""node1"": 2442, ""node2"": 124600, ""type"": 7, ""w"": 43.0}, {""id"": 2198562, ""node1"": 2442, ""node2"": 124600, ""type"": 41, ""w"": 81.0}]"
course,cheval,nmod,NOUN,0.4282384514808655,"[{""id"": 163214, ""node1"": 130808, ""node2"": 145246, ""type"": 0, ""w"": 110.0}, {""id"": 31352188, ""node1"": 130808, ""node2"": 145246, ""type"": 3, ""w"": 31.0}, {""id"": 376997358, ""node1"": 130808, ""node2"": 145246, ""type"": 21, ""w"": 39.0}, {""id"": 11347031, ""node1"": 130808, ""node2"": 145246, ""type"": 28, ""w"": 38.0}, {""id"": 14657873, ""node1"": 130808, ""node2"": 145246, ""type"": 41, ""w"": 27.0}]"
appartement,fonction,nmod,NOUN,0.4451926350593567,[]
