id,prefixe,type_entite1,infixe,type_entite2,suffixe,expression_complete
5366,compagnie public à,NOUN,,ADJ,,"compagnie public à [NOUN]  [ADJ] "
5367,possible de devenir,NOUN,de le,NOUN,sans,possible de devenir [NOUN] de le [NOUN] sans
5368,,NOUN,de le,NOUN,Molson," [NOUN] de le [NOUN] Molson"
5369,,NOUN,de,NOUN,archivistique r3088," [NOUN] de [NOUN] archivistique r3088"
5370,numéro de,NOUN,,ADJ,r3088,numéro de [NOUN]  [ADJ] r3088
5371,,NOUN,de,NOUN,plat," [NOUN] de [NOUN] plat"
5372,,NOUN,de forme,ADJ,," [NOUN] de forme [ADJ] "
5373,être reconnaître comme,NOUN,alimentaire,ADJ,de Piémont,être reconnaître comme [NOUN] alimentaire [ADJ] de Piémont
5374,,NOUN,de restauration rapide,ADJ,de Maharashtra," [NOUN] de restauration rapide [ADJ] de Maharashtra"
5375,,ADJ,,NOUN,moelleux," [ADJ]  [NOUN] moelleux"
5376,,NOUN,de,NOUN,textile de Bombay," [NOUN] de [NOUN] textile de Bombay"
5377,,NOUN,plus,ADJ,de Inde," [NOUN] plus [ADJ] de Inde"
5378,mélange épicé de,NOUN,en,NOUN,dans,mélange épicé de [NOUN] en [NOUN] dans
5379,ustensile de,NOUN,,ADJ,,"ustensile de [NOUN]  [ADJ] "
5380,,ADJ,,NOUN,blanc moelleux," [ADJ]  [NOUN] blanc moelleux"
5381,petit,NOUN,,ADJ,moelleux,petit [NOUN]  [ADJ] moelleux
5382,petit,NOUN,blanc,ADJ,,"petit [NOUN] blanc [ADJ] "
5383,,NOUN,particulier de,NOUN,," [NOUN] particulier de [NOUN] "
5384,gelée de,NOUN,de,NOUN,à lequel on,gelée de [NOUN] de [NOUN] à lequel on
5385,consommer avec de,NOUN,à,NOUN,,"consommer avec de [NOUN] à [NOUN] "
5386,,NOUN,de,NOUN,anglais," [NOUN] de [NOUN] anglais"
5387,,NOUN,de cuisine,ADJ,," [NOUN] de cuisine [ADJ] "
5388,de recette en,NOUN,,ADJ,,"de recette en [NOUN]  [ADJ] "
5389,qualifier souvent de,ADJ,,NOUN,de cuisine que,qualifier souvent de [ADJ]  [NOUN] de cuisine que
5390,souvent de meilleur,NOUN,de,NOUN,que il,souvent de meilleur [NOUN] de [NOUN] que il
5391,,NOUN,de,NOUN,de Acton," [NOUN] de [NOUN] de Acton"
5392,,NOUN,de,NOUN,Longman," [NOUN] de [NOUN] Longman"
5393,,NOUN,de,NOUN,très populaire tout," [NOUN] de [NOUN] très populaire tout"
5394,de reste de,ADJ,,NOUN,,"de reste de [ADJ]  [NOUN] "
5395,,NOUN,de,NOUN,de cuisine moderne," [NOUN] de [NOUN] de cuisine moderne"
5396,rédaction de,NOUN,de,NOUN,moderne,rédaction de [NOUN] de [NOUN] moderne
5397,de livre de,NOUN,,ADJ,,"de livre de [NOUN]  [ADJ] "
5398,,ADJ,,NOUN,de 1845," [ADJ]  [NOUN] de 1845"
5399,majeur,NOUN,de le,NOUN,victorien,majeur [NOUN] de le [NOUN] victorien
5400,,NOUN,de,NOUN,de siècle précédent," [NOUN] de [NOUN] de siècle précédent"
5401,livre de,NOUN,de,NOUN,précédent,livre de [NOUN] de [NOUN] précédent
5402,de cuisine de,NOUN,,ADJ,,"de cuisine de [NOUN]  [ADJ] "
5403,comme The,NOUN,of Cookery de,PROPN,Glasse,comme The [NOUN] of Cookery de [PROPN] Glasse
5404,changement marquer par,NOUN,à le,NOUN,de xviiiesiècle,changement marquer par [NOUN] à le [NOUN] de xviiiesiècle
5405,cas de,NOUN,par,NOUN,,"cas de [NOUN] par [NOUN] "
5406,,ADJ,,NOUN,de petit gravure," [ADJ]  [NOUN] de petit gravure"
5407,,NOUN,comme le meilleur,NOUN,de genre," [NOUN] comme le meilleur [NOUN] de genre"
5408,,ADJ,,NOUN,de genre," [ADJ]  [NOUN] de genre"
5409,meilleur,NOUN,de,NOUN,,"meilleur [NOUN] de [NOUN] "
5410,,NOUN,,ADJ,dans The Exeter," [NOUN]  [ADJ] dans The Exeter"
5411,plus grand,NOUN,de,NOUN,de,plus grand [NOUN] de [NOUN] de
5412,plus grand,NOUN,de,NOUN,britannique de tout,plus grand [NOUN] de [NOUN] britannique de tout
5413,profit de autre,NOUN,de,NOUN,de cuisine,profit de autre [NOUN] de [NOUN] de cuisine
5414,autre autrice de,NOUN,de,NOUN,,"autre autrice de [NOUN] de [NOUN] "
5415,enfant de,ADJ,,NOUN,,"enfant de [ADJ]  [NOUN] "
5416,livre venir de,NOUN,,NOUN,très britannique de,livre venir de [NOUN]  [NOUN] très britannique de
5417,,NOUN,de,NOUN,de fer," [NOUN] de [NOUN] de fer"
5418,ligne de,NOUN,de,NOUN,,"ligne de [NOUN] de [NOUN] "
5419,,NOUN,de le,NOUN,victorien," [NOUN] de le [NOUN] victorien"
5420,,ADJ,,NOUN,de livre," [ADJ]  [NOUN] de livre"
5421,troisième,NOUN,de,NOUN,,"troisième [NOUN] de [NOUN] "
5422,un de,ADJ,,NOUN,de cuisine à,un de [ADJ]  [NOUN] de cuisine à
5423,un de premier,NOUN,de,NOUN,à,un de premier [NOUN] de [NOUN] à
5424,,NOUN,sérieux de,NOUN,de cuisine," [NOUN] sérieux de [NOUN] de cuisine"
5425,collection sérieux de,NOUN,de,NOUN,,"collection sérieux de [NOUN] de [NOUN] "
5426,de,NOUN,,ADJ,romano,de [NOUN]  [ADJ] romano
5427,de,NOUN,,ADJ,romano au lait,de [NOUN]  [ADJ] romano au lait
5428,de,NOUN,pecorino romano au,NOUN,de brebis de,de [NOUN] pecorino romano au [NOUN] de brebis de
5429,pecorino romano au,NOUN,de,NOUN,de,pecorino romano au [NOUN] de [NOUN] de
5430,,NOUN,,ADJ,de Latium," [NOUN]  [ADJ] de Latium"
5431,généreusement agrémenter de,NOUN,,ADJ,,"généreusement agrémenter de [NOUN]  [ADJ] "
5432,,NOUN,de le,NOUN,bouillant," [NOUN] de le [NOUN] bouillant"
5433,,NOUN,dans le,NOUN,aide à," [NOUN] dans le [NOUN] aide à"
5434,fraîchement moudre au,NOUN,à,NOUN,,"fraîchement moudre au [NOUN] à [NOUN] "
5435,de conservation de,NOUN,de ce,NOUN,simple le,de conservation de [NOUN] de ce [NOUN] simple le
5436,,NOUN,principal de ce,NOUN,," [NOUN] principal de ce [NOUN] "
5437,appam de,PROPN,de le,PROPN,,"appam de [PROPN] de le [PROPN] "
5438,dune,NOUN,de,NOUN,,"dune [NOUN] de [NOUN] "
5439,,ADJ,,NOUN,de graine disponible," [ADJ]  [NOUN] de graine disponible"
5440,en raison de,ADJ,,NOUN,qui le,en raison de [ADJ]  [NOUN] qui le
5441,,ADJ,,NOUN,dinconvénient tel," [ADJ]  [NOUN] dinconvénient tel"
5442,,ADJ,,NOUN,de Érythrée," [ADJ]  [NOUN] de Érythrée"
5443,grand,NOUN,de,PROPN,,"grand [NOUN] de [PROPN] "
5444,dautre,NOUN,,ADJ,,"dautre [NOUN]  [ADJ] "
5445,,NOUN,,ADJ,à celui dune," [NOUN]  [ADJ] à celui dune"
5446,à celui dune,NOUN,,ADJ,,"à celui dune [NOUN]  [ADJ] "
5447,,NOUN,relativement,ADJ,à," [NOUN] relativement [ADJ] à"
5448,Rancio,NOUN,de,PROPN,,"Rancio [NOUN] de [PROPN] "
5449,,NOUN,de,NOUN,de lot," [NOUN] de [NOUN] de lot"
5450,apéritif à,NOUN,,ADJ,,"apéritif à [NOUN]  [ADJ] "
5451,,NOUN,de,NOUN,de fruit," [NOUN] de [NOUN] de fruit"
5452,,NOUN,mousseux le,PROPN,," [NOUN] mousseux le [PROPN] "
5453,,ADJ,,NOUN,grâce à," [ADJ]  [NOUN] grâce à"
5454,servir comme,NOUN,de,NOUN,,"servir comme [NOUN] de [NOUN] "
5455,,NOUN,,ADJ,de viande," [NOUN]  [ADJ] de viande"
5456,,NOUN,entier de,NOUN,," [NOUN] entier de [NOUN] "
5457,au,NOUN,de le,NOUN,haché,au [NOUN] de le [NOUN] haché
5458,,PROPN,typique de le,NOUN,italien," [PROPN] typique de le [NOUN] italien"
5459,mot provenir de,NOUN,ragoût,ADJ,,"mot provenir de [NOUN] ragoût [ADJ] "
5460,origine de,NOUN,de,NOUN,mitonner avec,origine de [NOUN] de [NOUN] mitonner avec
5461,hongrois composer de,NOUN,de,NOUN,,"hongrois composer de [NOUN] de [NOUN] "
5462,faire référence à,NOUN,de,NOUN,,"faire référence à [NOUN] de [NOUN] "
5463,génoise recouvrir de,NOUN,,ADJ,à,génoise recouvrir de [NOUN]  [ADJ] à
5464,,NOUN,typique de le,PROPN,," [NOUN] typique de le [PROPN] "
5465,,NOUN,de,NOUN,perler," [NOUN] de [NOUN] perler"
5466,,NOUN,de,NOUN,selon," [NOUN] de [NOUN] selon"
5467,,NOUN,de chocolat,ADJ,," [NOUN] de chocolat [ADJ] "
5468,,NOUN,de,NOUN,de Pays," [NOUN] de [NOUN] de Pays"
5469,province de,NOUN,de Pays,NOUN,belgique,province de [NOUN] de Pays [NOUN] belgique
5470,,NOUN,de,NOUN,de Lille de," [NOUN] de [NOUN] de Lille de"
5471,gros,NOUN,de,NOUN,en forme de,gros [NOUN] de [NOUN] en forme de
5472,gros tranche de,NOUN,en,NOUN,de coin,gros tranche de [NOUN] en [NOUN] de coin
5473,nombreux,NOUN,avec un,NOUN,en terre,nombreux [NOUN] avec un [NOUN] en terre
5474,,NOUN,de,NOUN,quelquefois," [NOUN] de [NOUN] quelquefois"
5475,,NOUN,de son,NOUN,en 1592," [NOUN] de son [NOUN] en 1592"
5476,ancien,NOUN,de,PROPN,,"ancien [NOUN] de [PROPN] "
5477,,NOUN,,ADJ,que nous luire," [NOUN]  [ADJ] que nous luire"
5478,,NOUN,ancien de,NOUN,," [NOUN] ancien de [NOUN] "
5479,de pâques au,NOUN,de,NOUN,,"de pâques au [NOUN] de [NOUN] "
5480,,NOUN,naturel de le,NOUN,de Languedoc," [NOUN] naturel de le [NOUN] de Languedoc"
5481,,NOUN,de,NOUN,humain avec de," [NOUN] de [NOUN] humain avec de"
5482,,ADJ,,NOUN,belge," [ADJ]  [NOUN] belge"
5483,,NOUN,de,NOUN,Étienne," [NOUN] de [NOUN] Étienne"
5484,,NOUN,de ce,NOUN,de," [NOUN] de ce [NOUN] de"
5485,,NOUN,en,NOUN,de figure humain," [NOUN] en [NOUN] de figure humain"
5486,pain en,NOUN,de,NOUN,humain,pain en [NOUN] de [NOUN] humain
5487,,ADJ,,NOUN,à raisin de," [ADJ]  [NOUN] à raisin de"
5488,au,ADJ,,NOUN,,"au [ADJ]  [NOUN] "
5489,,ADJ,,NOUN,de école primaire," [ADJ]  [NOUN] de école primaire"
5490,premier jour de,NOUN,,ADJ,,"premier jour de [NOUN]  [ADJ] "
5491,,NOUN,typique de le,NOUN,péruvien," [NOUN] typique de le [NOUN] péruvien"
5492,variété de,NOUN,de,PROPN,,"variété de [NOUN] de [PROPN] "
5493,,NOUN,,ADJ,de hoppers y," [NOUN]  [ADJ] de hoppers y"
5494,principalement lors de,ADJ,,NOUN,,"principalement lors de [ADJ]  [NOUN] "
5495,,ADJ,,NOUN,dappam," [ADJ]  [NOUN] dappam"
5496,,PROPN,particulièrement à,PROPN,," [PROPN] particulièrement à [PROPN] "
5497,parler aussi de,NOUN,de,NOUN,en demi-deuil,parler aussi de [NOUN] de [NOUN] en demi-deuil
5498,,NOUN,classique,NOUN,de Mans," [NOUN] classique [NOUN] de Mans"
5499,,NOUN,de,NOUN,de MmePariset," [NOUN] de [NOUN] de MmePariset"
5500,,NOUN,de,NOUN,en demi-deuil," [NOUN] de [NOUN] en demi-deuil"
5501,,NOUN,,ADJ,ancien," [NOUN]  [ADJ] ancien"
5502,,NOUN,français,ADJ,," [NOUN] français [ADJ] "
5503,,NOUN,,ADJ,lyonnais avec," [NOUN]  [ADJ] lyonnais avec"
5504,ne demander jamais,ADJ,,NOUN,,"ne demander jamais [ADJ]  [NOUN] "
5505,fameux,NOUN,Brazier premier,NOUN,à,fameux [NOUN] Brazier premier [NOUN] à
5506,trois étoile au,NOUN,,PROPN,,"trois étoile au [NOUN]  [PROPN] "
5507,,NOUN,,NOUN,dans lequel lui," [NOUN]  [NOUN] dans lequel lui"
5508,,NOUN,de,NOUN,blanc de volaille," [NOUN] de [NOUN] blanc de volaille"
5509,,NOUN,de,NOUN,blanc dans," [NOUN] de [NOUN] blanc dans"
5510,,ADJ,,NOUN,que celui," [ADJ]  [NOUN] que celui"
5511,en,NOUN,,ADJ,en Grèce depuis,en [NOUN]  [ADJ] en Grèce depuis
5512,également dénommée,ADJ,en,PROPN,,"également dénommée [ADJ] en [PROPN] "
5513,préparation de,ADJ,,NOUN,,"préparation de [ADJ]  [NOUN] "
5514,,ADJ,,NOUN,en grec," [ADJ]  [NOUN] en grec"
5515,même,NOUN,en,NOUN,,"même [NOUN] en [NOUN] "
5516,en bouillie de,NOUN,de,NOUN,légèrement,en bouillie de [NOUN] de [NOUN] légèrement
5517,additionner de,NOUN,de,NOUN,,"additionner de [NOUN] de [NOUN] "
5518,être attester en,PROPN,,ADJ,,"être attester en [PROPN]  [ADJ] "
5519,résidu de,NOUN,de,NOUN,néolithique de Dipylon,résidu de [NOUN] de [NOUN] néolithique de Dipylon
5520,,NOUN,dans le,NOUN,avec," [NOUN] dans le [NOUN] avec"
5521,victime sacrifier à,NOUN,,ADJ,,"victime sacrifier à [NOUN]  [ADJ] "
5522,,NOUN,,ADJ,féminin roumain colivă," [NOUN]  [ADJ] féminin roumain colivă"
5523,,NOUN,commun,ADJ,roumain colivă," [NOUN] commun [ADJ] roumain colivă"
5524,venir de,NOUN,de,NOUN,,"venir de [NOUN] de [NOUN] "
5525,sorte de,NOUN,,ADJ,au miel,sorte de [NOUN]  [ADJ] au miel
5526,sorte de,NOUN,sucrer au,NOUN,,"sorte de [NOUN] sucrer au [NOUN] "
5527,céréalier lier au,NOUN,de,NOUN,,"céréalier lier au [NOUN] de [NOUN] "
5528,part de,NOUN,de,NOUN,,"part de [NOUN] de [NOUN] "
5529,blé être laver,ADJ,,NOUN,à leau froid,blé être laver [ADJ]  [NOUN] à leau froid
5530,dessus avec de,NOUN,,NOUN,,"dessus avec de [NOUN]  [NOUN] "
5531,esquites venir de,NOUN,,PROPN,ízquitl,esquites venir de [NOUN]  [PROPN] ízquitl
5532,,NOUN,de,NOUN,1800," [NOUN] de [NOUN] 1800"
5533,de maïs au,NOUN,de,NOUN,,"de maïs au [NOUN] de [NOUN] "
5534,à partir de,NOUN,de maïs,ADJ,qui,à partir de [NOUN] de maïs [ADJ] qui
5535,,NOUN,de maïs,ADJ,," [NOUN] de maïs [ADJ] "
5536,,ADJ,,NOUN,jusque à ce," [ADJ]  [NOUN] jusque à ce"
5537,combinaison de,NOUN,de,NOUN,vert,combinaison de [NOUN] de [NOUN] vert
5538,,NOUN,comme,PROPN,," [NOUN] comme [PROPN] "
5539,connaître dans certain,ADJ,,NOUN,tel,connaître dans certain [ADJ]  [NOUN] tel
5540,de motte en,NOUN,de,NOUN,,"de motte en [NOUN] de [NOUN] "
5541,,NOUN,,ADJ,de 50 gramme," [NOUN]  [ADJ] de 50 gramme"
5542,,NOUN,standard de 50,NOUN,," [NOUN] standard de 50 [NOUN] "
5543,de,NOUN,,ADJ,à légèrement jaunâtre,de [NOUN]  [ADJ] à légèrement jaunâtre
5544,,NOUN,,ADJ,Robert Hardman comme," [NOUN]  [ADJ] Robert Hardman comme"
5545,rapprocher également de,NOUN,de,NOUN,,"rapprocher également de [NOUN] de [NOUN] "
5546,,ADJ,,NOUN,de gras sur," [ADJ]  [NOUN] de gras sur"
5547,,NOUN,,ADJ,de acide gras," [NOUN]  [ADJ] de acide gras"
5548,à partir de,NOUN,de,NOUN,de balkans(en,à partir de [NOUN] de [NOUN] de balkans(en
5549,de,NOUN,de,NOUN,saanen,de [NOUN] de [NOUN] saanen
5550,issue de,NOUN,de,NOUN,,"issue de [NOUN] de [NOUN] "
5551,par ajout de,ADJ,,NOUN,,"par ajout de [ADJ]  [NOUN] "
5552,de mélange de,NOUN,de,NOUN,,"de mélange de [NOUN] de [NOUN] "
5553,,NOUN,de,NOUN,sou forme de," [NOUN] de [NOUN] sou forme de"
5554,pour produire de,NOUN,de,NOUN,sou,pour produire de [NOUN] de [NOUN] sou
5555,faible teneur en,NOUN,de,NOUN,de ânesse,faible teneur en [NOUN] de [NOUN] de ânesse
5556,en caséine de,NOUN,de,NOUN,,"en caséine de [NOUN] de [NOUN] "
5557,y mêler de,NOUN,de,NOUN,à,y mêler de [NOUN] de [NOUN] à
5558,60 volume de,NOUN,de,NOUN,pour 40 volume,60 volume de [NOUN] de [NOUN] pour 40 volume
5559,40 volume de,NOUN,de,NOUN,,"40 volume de [NOUN] de [NOUN] "
5560,,NOUN,,ADJ,selon lequel," [NOUN]  [ADJ] selon lequel"
5561,numéro 1,ADJ,de,NOUN,Novak Djokovic afin,numéro 1 [ADJ] de [NOUN] Novak Djokovic afin
5562,,NOUN,de,NOUN,de ânesse non," [NOUN] de [NOUN] de ânesse non"
5563,utilisation de,NOUN,de,NOUN,non,utilisation de [NOUN] de [NOUN] non
5564,,ADJ,,NOUN,de fromage," [ADJ]  [NOUN] de fromage"
5565,,NOUN,,ADJ,de Glušci avec," [NOUN]  [ADJ] de Glušci avec"
5566,vertu supposer de,NOUN,de,NOUN,pour,vertu supposer de [NOUN] de [NOUN] pour
5567,propriété proche de,NOUN,,ADJ,humain en,propriété proche de [NOUN]  [ADJ] humain en
5568,,NOUN,,ADJ,à divers maladie," [NOUN]  [ADJ] à divers maladie"
5569,,NOUN,naturel à divers,NOUN,," [NOUN] naturel à divers [NOUN] "
5570,qui en,NOUN,le,NOUN,,"qui en [NOUN] le [NOUN] "
5571,,ADJ,,NOUN,de ânesse," [ADJ]  [NOUN] de ânesse"
5572,grand,NOUN,comme,NOUN,unique,grand [NOUN] comme [NOUN] unique
5573,accompagner de,NOUN,de,NOUN,,"accompagner de [NOUN] de [NOUN] "
5574,épaisse,NOUN,sans,NOUN,de semoule de,épaisse [NOUN] sans [NOUN] de semoule de
5575,épaisse galette sans,NOUN,de semoule de,NOUN,,"épaisse galette sans [NOUN] de semoule de [NOUN] "
5576,de,NOUN,divers de,NOUN,,"de [NOUN] divers de [NOUN] "
5577,parfois parfumer au,NOUN,,ADJ,,"parfois parfumer au [NOUN]  [ADJ] "
5578,,NOUN,de,NOUN,visible," [NOUN] de [NOUN] visible"
5579,plat de,PROPN,de le,PROPN,,"plat de [PROPN] de le [PROPN] "
5580,,NOUN,,ADJ,de pêche hauturier," [NOUN]  [ADJ] de pêche hauturier"
5581,,NOUN,,ADJ,de Szczecin," [NOUN]  [ADJ] de Szczecin"
5582,,NOUN,portuaire de,PROPN,," [NOUN] portuaire de [PROPN] "
5583,,NOUN,de le,NOUN,local de Szczecin," [NOUN] de le [NOUN] local de Szczecin"
5584,plat de,NOUN,,NOUN,,"plat de [NOUN]  [NOUN] "
5585,,NOUN,,ADJ,de Poméranie occidental," [NOUN]  [ADJ] de Poméranie occidental"
5586,pâte,ADJ,de,NOUN,rouge clair à,pâte [ADJ] de [NOUN] rouge clair à
5587,pâte uniforme de,NOUN,,ADJ,clair à foncé,pâte uniforme de [NOUN]  [ADJ] clair à foncé
5588,pâte uniforme de,NOUN,rouge,ADJ,à foncé,pâte uniforme de [NOUN] rouge [ADJ] à foncé
5589,projet de,NOUN,de le,NOUN,dont,projet de [NOUN] de le [NOUN] dont
5590,,NOUN,de,NOUN,de Gryf," [NOUN] de [NOUN] de Gryf"
5591,,NOUN,de,NOUN,hauturier de," [NOUN] de [NOUN] hauturier de"
5592,au large de,NOUN,de le,PROPN,de,au large de [NOUN] de le [PROPN] de
5593,en,NOUN,de le,NOUN,communiste sur,en [NOUN] de le [NOUN] communiste sur
5594,accorder de,NOUN,de,NOUN,limité sur,accorder de [NOUN] de [NOUN] limité sur
5595,eau de,PROPN,de le,PROPN,en raison de,eau de [PROPN] de le [PROPN] en raison de
5596,,NOUN,,ADJ,nigérian," [NOUN]  [ADJ] nigérian"
5597,,NOUN,,ADJ,exclusif," [NOUN]  [ADJ] exclusif"
5598,,NOUN,entrer le,PROPN,," [NOUN] entrer le [PROPN] "
5599,,NOUN,,ADJ,de Gryf," [NOUN]  [ADJ] de Gryf"
5600,famille de,NOUN,francophone de,PROPN,,"famille de [NOUN] francophone de [PROPN] "
5601,,NOUN,de le,NOUN,traditionnel malgache," [NOUN] de le [NOUN] traditionnel malgache"
5602,,NOUN,,ADJ,malgache," [NOUN]  [ADJ] malgache"
5603,un de,NOUN,de,NOUN,malgache,un de [NOUN] de [NOUN] malgache
5604,,NOUN,,ADJ,proche," [NOUN]  [ADJ] proche"
5605,en,PROPN,et maftul en,PROPN,,"en [PROPN] et maftul en [PROPN] "
5606,de semoule de,NOUN,,ADJ,rouler,de semoule de [NOUN]  [ADJ] rouler
5607,,NOUN,maître de un,NOUN,," [NOUN] maître de un [NOUN] "
5608,simple,NOUN,de,NOUN,en festin,simple [NOUN] de [NOUN] en festin
5609,simple,NOUN,de famille en,NOUN,,"simple [NOUN] de famille en [NOUN] "
5610,maftoul différer de,NOUN,de,PROPN,de par,maftoul différer de [NOUN] de [PROPN] de par
5611,celui de,NOUN,de,PROPN,,"celui de [NOUN] de [PROPN] "
5612,se apparent au,ADJ,,NOUN,de berkouke,se apparent au [ADJ]  [NOUN] de berkouke
5613,à partir de,NOUN,,ADJ,pour,à partir de [NOUN]  [ADJ] pour
5614,depuis longtemps de,NOUN,de,NOUN,,"depuis longtemps de [NOUN] de [NOUN] "
5615,,ADJ,,NOUN,de culture," [ADJ]  [NOUN] de culture"
5616,,NOUN,de,NOUN,de chat," [NOUN] de [NOUN] de chat"
5617,,NOUN,de,NOUN,de compagnie," [NOUN] de [NOUN] de compagnie"
5618,viande de,NOUN,de,NOUN,,"viande de [NOUN] de [NOUN] "
5619,,ADJ,,NOUN,pour se," [ADJ]  [NOUN] pour se"
5620,,NOUN,de,NOUN,de chat ne," [NOUN] de [NOUN] de chat ne"
5621,,NOUN,de centre,NOUN,où se," [NOUN] de centre [NOUN] où se"
5622,,NOUN,principal de,NOUN,traditionnel dragon tigre," [NOUN] principal de [NOUN] traditionnel dragon tigre"
5623,ingrédient principal de,NOUN,,ADJ,dragon tigre phénix,ingrédient principal de [NOUN]  [ADJ] dragon tigre phénix
5624,provenir souvent de,NOUN,de le,PROPN,,"provenir souvent de [NOUN] de le [PROPN] "
5625,augmentation de,NOUN,comme,NOUN,de compagnie en,augmentation de [NOUN] comme [NOUN] de compagnie en
5626,de chat comme,NOUN,de,NOUN,en Chine,de chat comme [NOUN] de [NOUN] en Chine
5627,au,NOUN,de le,NOUN,de Sulawesi,au [NOUN] de le [NOUN] de Sulawesi
5628,,NOUN,,ADJ,contre," [NOUN]  [ADJ] contre"
5629,,NOUN,de le,NOUN,le," [NOUN] de le [NOUN] le"
5630,possession de,NOUN,de,NOUN,traditionnellement,possession de [NOUN] de [NOUN] traditionnellement
5631,,NOUN,de un,NOUN,de compagnie," [NOUN] de un [NOUN] de compagnie"
5632,ragoût dans deux,NOUN,de,NOUN,,"ragoût dans deux [NOUN] de [NOUN] "
5633,technique de,NOUN,de,NOUN,de chat,technique de [NOUN] de [NOUN] de chat
5634,,NOUN,de,PROPN,par," [NOUN] de [PROPN] par"
5635,,NOUN,,ADJ,en 18701871," [NOUN]  [ADJ] en 18701871"
5636,,NOUN,,NOUN,de zoo," [NOUN]  [NOUN] de zoo"
5637,au,NOUN,de,NOUN,de Noël de,au [NOUN] de [NOUN] de Noël de
5638,au menu de,NOUN,de,PROPN,de 25 décembre,au menu de [NOUN] de [PROPN] de 25 décembre
5639,,NOUN,,ADJ,de Café Voisin," [NOUN]  [ADJ] de Café Voisin"
5640,euthanasie pratiquer par,NOUN,,ADJ,pour raison de,euthanasie pratiquer par [NOUN]  [ADJ] pour raison de
5641,le commercialiser à,NOUN,de,NOUN,,"le commercialiser à [NOUN] de [NOUN] "
5642,,NOUN,,ADJ,de Suisse," [NOUN]  [ADJ] de Suisse"
5643,,NOUN,avec un,NOUN,de thym," [NOUN] avec un [NOUN] de thym"
5644,autre,NOUN,de le,NOUN,,"autre [NOUN] de le [NOUN] "
5645,,NOUN,,ADJ,de Australie," [NOUN]  [ADJ] de Australie"
5646,,NOUN,de,NOUN,domestique comme," [NOUN] de [NOUN] domestique comme"
5647,consommation de,NOUN,,ADJ,comme,consommation de [NOUN]  [ADJ] comme
5648,,NOUN,au,NOUN,sicilien," [NOUN] au [NOUN] sicilien"
5649,de,ADJ,carré,ADJ,de,de [ADJ] carré [ADJ] de
5650,,NOUN,,PROPN,traditionnel se," [NOUN]  [PROPN] traditionnel se"
5651,,NOUN,muffuletta,ADJ,se," [NOUN] muffuletta [ADJ] se"
5652,se composer de,NOUN,de,NOUN,muffuletta entrer lequel,se composer de [NOUN] de [NOUN] muffuletta entrer lequel
5653,couche horizontal de,NOUN,de,NOUN,mariné,couche horizontal de [NOUN] de [NOUN] mariné
5654,variété de,NOUN,,ADJ,de,variété de [NOUN]  [ADJ] de
5655,fin de,ADJ,,NOUN,,"fin de [ADJ]  [NOUN] "
5656,non pas de,NOUN,comme le,NOUN,suisse,non pas de [NOUN] comme le [NOUN] suisse
5657,il montre de,NOUN,trou,NOUN,,"il montre de [NOUN] trou [NOUN] "
5658,fromage être,ADJ,,ADJ,,"fromage être [ADJ]  [ADJ] "
5659,avec de,NOUN,,ADJ,dedans,avec de [NOUN]  [ADJ] dedans
5660,poudre de,NOUN,,NOUN,,"poudre de [NOUN]  [NOUN] "
5661,équivalent local de,NOUN,,ADJ,,"équivalent local de [NOUN]  [ADJ] "
5662,varier aller de,NOUN,au,NOUN,,"varier aller de [NOUN] au [NOUN] "
5663,comme dessert à,NOUN,,ADJ,,"comme dessert à [NOUN]  [ADJ] "
5664,,NOUN,irlandais,PROPN,," [NOUN] irlandais [PROPN] "
5665,orthographe de,NOUN,,ADJ,,"orthographe de [NOUN]  [ADJ] "
5666,,ADJ,,NOUN,de continent africain," [ADJ]  [NOUN] de continent africain"
5667,nombreux,NOUN,de,NOUN,africain,nombreux [NOUN] de [NOUN] africain
5668,nombreux pays de,NOUN,,ADJ,,"nombreux pays de [NOUN]  [ADJ] "
5669,environ quatre cent,NOUN,de,NOUN,de mil,environ quatre cent [NOUN] de [NOUN] de mil
5670,trente,NOUN,de,NOUN,,"trente [NOUN] de [NOUN] "
5671,à trois cent,NOUN,de,NOUN,,"à trois cent [NOUN] de [NOUN] "
5672,,NOUN,,ADJ,neutre," [NOUN]  [ADJ] neutre"
5673,dans de,NOUN,de,NOUN,,"dans de [NOUN] de [NOUN] "
5674,associer à différent,NOUN,de chaque,NOUN,sur,associer à différent [NOUN] de chaque [NOUN] sur
5675,,NOUN,sur le,NOUN,chinois," [NOUN] sur le [NOUN] chinois"
5676,,NOUN,à tout le,NOUN,," [NOUN] à tout le [NOUN] "
5677,consommer lors de,NOUN,,ADJ,,"consommer lors de [NOUN]  [ADJ] "
5678,communément associer au,NOUN,de,NOUN,,"communément associer au [NOUN] de [NOUN] "
5679,être confondre avec,NOUN,,ADJ,,"être confondre avec [NOUN]  [ADJ] "
5680,notamment en,PROPN,,ADJ,où il,notamment en [PROPN]  [ADJ] où il
5681,,NOUN,gâteau,NOUN,au vin cuit," [NOUN] gâteau [NOUN] au vin cuit"
5682,tarte au,NOUN,,ADJ,,"tarte au [NOUN]  [ADJ] "
5683,,NOUN,presque,ADJ,," [NOUN] presque [ADJ] "
5684,,NOUN,cuire au,NOUN,courant hors de," [NOUN] cuire au [NOUN] courant hors de"
